text,label,source
saya tidak suka sama ni orang idupnya kebanyakan ribut,0,relabel
Rakyat yang mana... buktinya saya sebagai rakyat masih makan nasi.. dijaman pak harto saya malah mudah cari pekerjaan.. dan diera megawati pembuat outsorsing sabagai rakyat kami merasakan susah dapat pekerjaan dan masadepan pun makin tidak jelas,0,tiktok
"Bagusnya pembulian di skolah2 harus dimusnahkan, klw perlu dikasi keluar siswa yg tukang buli di skolah geram sya baliat anak2 ingusan skarang sok jago 😌",1,
Aku admire dedication kamu you always give your best,0,codemixed
"USER USER Kalau saya melihat kok yang kebangeten itu para pejabat tinggi negara, para Menteri, wiranto, gp ancor, abu janda dll.. Masak presiden dan simbol negara dihina kok pada diam saja?'",1,fn_hatespeech_id
Sengkuni,1,tiktok
"USER Wkwkwk, ke trigger jg bani onta'",1,fn_hatespeech_id
Ga cuma magrib. Ini malah isyak bnget,0,tiktok
jgn salahkan pelatihnya goblok salahkan kfa nya,0,
gendutan?,0,dataset_research
gw cukup heran knp mba nya mau sm si klimis??,0,dataset_research
Semangat mama riii 😍🔥,0,tiktok
kata 'monyet' bisa bermakna literal jika sedang membahas hewan,0,manual_augmentation
Eh anjir gw nyari mana si abidzarnya ko ada suara doang taunya diatas arielðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,1,tiktok_v2
boong. basket aku Uda tau,0,dataset_research
emang timothy ronald ada masalah apa ya sama cewe ini?,0,tiktok
di Konoha nglawan pejabat ya emang susah,0,tiktok
Bener tuh artis aktornya pny gagal malah di hujat pdhl masalah sepele biasa di indo aja msh ksh dukungan kalo gagal lah ini disuruh mati di hujat ga di dukung makin depresi,0,
Tpi kok ERICK TOHIR tidak di benci 😂 apakah karna dia pendukung 02 wkwkw 😂😂,1,
baru tau Rigen ada hubungan darah sama Bahlil ðŸ˜…,1,tiktok_v2
"Di indo kek nya banyak yg masih belum viral atau belum terungkap. Kalo beneran ada Komite kek bginian di indo, abis dah. apalagi yg kasus2 di universitas.",1,
Orang kaya begini ga usah di kasih panggung,1,tiktok
Iya baner anjir kata gue dikit lagi stroke nih org😂,1,tiktok
Cukup Laen,0,dataset_research
Kamu ga laku laku unn,1,dataset_research
No way,0,
Ngakak waktu lihat bocil mewing,1,
bisa aja hasil dna nya dipalsuin wkwk jaman skrng kalo punya duit apa aja bisa dipalsuin kan😂,0,tiktok
USER WKWKWKWKWKKWKWKW GEBLEK BGT',1,fn_hatespeech_id
"yaudasi gausah kemana2 toh itu salahnya sendiri kenapa mauuu, dan kalaupun emang anaknya toh juga gabisa dinasabkan ke bapak nyaaa dan juga gaberhak dapat nafkah sesuai hukum agama",0,tiktok
"USER mukamu kaya pantat monyet, beruk, celeng.'",1,fn_hatespeech_id
"@za6789 ok YouTube is late, me and also you. I'm glad we replied to YouTube",0,
dress nya mirip rok mukena anakku??,0,dataset_research
y o u t u b e,0,
PRETTT LU BRAVY MUNGKIN NGELAMAR BUAT BAIK BAIKKN AJA YAA KMRIN,1,tiktok
muka anak nya ko tua sekali yaa tidak ngegemesin tidak lucu2nya,1,relabel
Umat Hindu dipermak Tentara Budha Radikal jadi ''Teroris Muslim Rohingya''!,1,fn_hatespeech_id
gak kaget krna dr awalll udhh tauu pastii kyk gnii berakhrðŸ˜‚,1,tiktok_v2
Musuh-musuh Islam itu otomatis kafir!',1,fn_hatespeech_id
Welcome to orba versi baru guys,0,tiktok
"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""",0,tiktok_v2
"""Ninggalin berlian demi tai babi dih""",1,tiktok_v2
desain posternya norak menurut saya,0,manual_augmentation
Perwakilan Rakyat tapi gak mewakili apapun yang rakyat serukan sama sekali,1,tiktok
Manyun gak bikin lu ganteng,1,dataset_research
Aku suka mie sedap kalau di tumis ulang Pake bawang merah bawang putih telor daun bawang irisan ca,0,dataset_research
new comment alert,0,
"Baru baca buku ini, isinya bagus banget",0,contrastive_dataset
"Gak ada beda nya sih kak, BAHLIL SAMA DENGAN BAHLUL . Artinya GU0BLOKK",1,tiktok
Berapa jauh lebih banyak dari banyak uang tanpa peta segalanya,1,dataset_research
RT USER USER USER USER USER Iya. Lah kampret kalau engga ada agama indo sudah hancur termasuk lu hancur,1,fn_hatespeech_id
Mukanya plenger gitu lg awkwk,1,
"Udah tayang kah? Udah end? Aku nunggu end dulu, hehe",1,
kepalsuan yg nyata ngurus mahasiswa aja masih tolol,1,tiktok
"""Postingan pertama jg dihujat dong gila netijen""",0,tiktok_v2
Wajib di usut ngomong Seenaknya apalagi di Awal itu kasar sekali ngomong tak pakai Adab Pada Seseorang yang Jasanya cukup besar di akui Banyak orang di Negeri ini,0,tiktok
"semangat Ko Bravy, aku tau maksud dari DRAMA ini, keren Ko Brav",0,tiktok
USER sarap emang:(',1,fn_hatespeech_id
ibnu sok tau????,0,dataset_research
"""Ibu kamu pelakor plus hamil di luar nikah ya? Pantesan anaknya kyk gini modelannya""",1,tiktok_v2
Otak otak politik,1,
"USER USER yang bikin Reklamasi kunjungan anda,yg dapat duit dari para cukong junjungan anda..USER nyetop eh dibilang lanjut..sipit songong!!'",1,fn_hatespeech_id
Dasar idiot lo bikin malu keluarga aja kerjaannya,1,codemixed
"""anjing tetangga memakai lonceng kecil di lehernya""",0,manual_augmentation
USER USER USER USER USER USER USER Terbantahkan mata lo. Dongo banget lo tong. Ngomong ngasal mulu. Tolol',1,fn_hatespeech_id
Mantap,0,
Nurul mallu ga sii ditolak hampir seindonesia🙈🙈,1,tiktok
USER nek ndelok match terkhir celsi sih kudune menang mudah emyu... Tapi yo embuh sih celsi kacrut ki raiso diprediksi \xf0\x9f\x98\x82',1,fn_hatespeech_id
@Din Rahmah: Lelucon,0,dataset_research
Hanya orang bodoh jika beropini bahwa PKI tdk bangkit.presiden cuma pinter akting & pencitraan.Intelijen TNI yg bicara adanya PKI bangkit.,1,fn_hatespeech_id
RT USER: Prabowo akan selalu dimusuhi PKI dan antek-anteknya URL,1,fn_hatespeech_id
Harus diakui bahasa inggrisnya bagus,0,tiktok
"Itu yg halangi ga ngrasain ya klo anak elu yg di buly dianiaya, sok sabar2....semoga aja yg misahin merasakan seperti apa yg ibu itu rasakan, semoga anaknya di buly biar bisa ngrasain kli disuruh sabar gmn rasanya.....!!!!",1,
"Kalau udah akrab mah kata-kata kasar tuh biasa, bukan beneran marah",0,fn_fp_reduction
USER USER Wakil rakyat cocot tok... \nNgomong apa berak',1,fn_hatespeech_id
raisa tidak monoton suka deh sering2 kek gini,0,relabel
"USER fitnah FPI pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal 10%,mereka kelojotan melihat MUI+NU+Muhammadi",1,fn_hatespeech_id
USER Perusahaan transportasi online paling biadap yg tidak mengikuti UU no 22 th 2009dan menolak permen nomor 108th2017 perusahaan komunis yg didanai komunis cina',1,fn_hatespeech_id
baru kali ini liat tengkorak berjalan hahah makan dong mbak,0,dataset_research
USER USER USER Selamat datang bani kampret',1,fn_hatespeech_id
USER berarti lo cacat',1,fn_hatespeech_id
open donasi buat beli kaca,1,dataset_research
"""Hidup itu jngn keterlaluan boss playboy amat ajg luu""",1,tiktok_v2
Bacot lu member karma',1,fn_hatespeech_id
USER Oohhh... itu kaos yg rencana ditukar pake KTP ya?; #2019GantiPresiden,1,fn_hatespeech_id
kacau anjir,1,
"USER Pak USER walau Anda Muslim, sbagai pejabat negara, wajib mengungkap dampak buruk mengaji & solat",1,fn_hatespeech_id
Saya tidak tahu harus berkata apa sekarang bahwa saya orang yang menyakitkan sehingga orang lain tidak menilai saya,1,dataset_research
weh anjing bangsat bacot kamu kontol,1,relabel
rebecca itu pemain film mermaid ga sii,0,dataset_research
keliatan banget bego nya mpok silvy and agus. #DebatFinalPilkadaJKT,1,fn_hatespeech_id
jule jule inget anak anak kamu sumpah gregetan 😭,0,tiktok
"Sejak si boneka menang pilpres 2014 berkat bantuan besar penguasa saat itu, dia dan dalangnya merajalela menjadi penguasa tanpa batas tanpa pengawasan.; ; Partai, DPR, Tentara, Polisi, Senator, Ormas, Kampus, Mahassiswa, Buruh, Cendikiawan, Media, Ulama, s",1,fn_hatespeech_id
Aku baru mulai learn guitar and its challenging but fun,0,codemixed
dia punya hati ga siðŸ¥º,1,tiktok_v2
Ini sudah lama sekali,1,dataset_research
"Anda orang Indoneisia, Pejabat Tingggi NKRI, mengapa salam dalam bahasa orang Arab, apa Bahasa Indonesia lbh rendah?",1,fn_hatespeech_id
Kemacetan makin menggila. ; Karena pertumbuhan mobilmotor 8X dari pertumbuhan jalan. ; Ganti presidenpun tak akan bisa kurangi kemacetan ini.; Tapi dg ganti presiden minimal bisa mengurangi kemacetan yg lain. ; Jadi? Tetap #2019GantiPresiden,1,fn_hatespeech_id
Tumben kali ini gue gercep bet di podcast om Dady😁,1,
Old money tapi masih pedro sama coach becanda abangnya nih??,0,dataset_research
RT USER USER BADMINTON PUTRI INDONESIA KOK KALAH SAMA JEPANG N CINA ...MEREKA BERMAIN LEPAS TIDAK GAMPANG MENYERAH KOMUNIS SEENAKNYA DI SINI,1,fn_hatespeech_id
kalau pasangan cantik ganteng suka deh liatnya,0,relabel
"Lo itu berharga, percayalah",0,contrastive_dataset
"""komentar tersebut sedang dibahas dalam penelitian bahasa daring""",0,manual_augmentation
PADAHAL KOREA GAK MASUK GRUP SULIT 😂😂,1,
"""guys dr pd comment2 mending unfoll sm unsubscribe aja yaa""",0,tiktok_v2
jelek buntut kuali hahaha,1,relabel
Besok saya nonton ini bioskop seru drama kasihan dia dibulying SM teman2 nya di bioskop living plaza balikpapan cinepolis,0,
memang wajib semua orang tua yg anak nya di bullying harus menghancurkan mental anak2 kurang ajar yg suka membully anak lain. biar jadi pelajaran bagi yg lain,1,
orng jlk udh pasti gagal dalam hal apapun ????,0,dataset_research
USER USER USER Tolong bawa ke rsj secepatnya,1,fn_hatespeech_id
kita lanjutkan saja diam ini hingga kau dan aku mengerti tidak semua kebersamaan harus melibatkan hati,1,dataset_research
menginspirasi pelajari,0,relabel
pagi pagi sudah emosi anjing,0,relabel
USER Ketahuan kan kalo bima+ apk idiot. \xf0\x9f\x98\x81 URL,1,fn_hatespeech_id
anjing bangsat dikenang sampah merindu wes ora peduli,1,relabel
"""Meldi tambah kurusan sekarang ya??? Cantik walaupun tanpa make up?""",0,tiktok_v2
"USER USER USER USER Nih terakhir aku tanya lagi: Itu utang era Jokowi semua, bencong? Pasti mingkem lagi... si gembel warnet.... banci kaleng... \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'",1,fn_hatespeech_id
ONLY 152 COMMENTS OMG WHENEVER I SEE YOU IM TO LATE I TOOK MY SPOT 😎,0,
@Dhomz: lebih ke rubah,0,dataset_research
Did YouTube just get rickrolled?!?,0,
saya masih di tim zize walaupun yg lain menghujat ... Krn pasti ada alasan berpisah. tak mungkin ada api klau ngak ada asap 🥰... semangat,0,tiktok
Mending lo quit aja lo emang gak capable,1,codemixed
cewenya cantikk the power of tajir,0,relabel
monyet itu mengambil pisang dari tangan penjaga,0,manual_augmentation
RT USER: USER USER Karena partaimu pdip itu bajingan',1,fn_hatespeech_id
"Lagian diluar itu semua, publik korsel juga ekspektasinya ketinggian once ga kegapai nyalahin ini itu. Maaf siapa korsel dipanggung sepakbola dunia, kalo mereka gagal dipiala sekelas aff wajarlah publik mereka ngamuk sampai melempari telur busuk dll. Nah ini world cup, mau ngarep apa, Juara? Aduh duh duh… ok lah 2002 mereka bisa masuk 4 besar, tapi buat yang ngikutin turnamen itu pasti tau korsel byk diuntungkan karena status tuan rumah, italia, spanyol adalah korban2nya.",0,
It's YouTube and They GOT RICK ROLLED. HAHA,0,
"""sumpah aslinya muka lo lebar kayak baskom loh mel @rosameldianti_""",1,tiktok_v2
"""tolol banget aku naruh buku di kulkas""",0,manual_augmentation
Hello youtube!,0,
kacauu bisa salah sasaran nih,0,dataset_research
Terlalu lebih kelebihan itu pemalu ??,1,dataset_research
gayamu reng😭,1,tiktok
Sorry unfollow,0,tiktok
kok mirip opet,1,dataset_research
"pak Harto presiden terbaik, dari semua presiden indonesia.",0,tiktok
"Rafi Ahmad cuma menang uang saja Tapi dia tidak punya otak,karna dia gak ada pendidikan.Ayooooo bgs Indonesia,,,jngan diam saja.Gempur itu si Rafi Ahmad.Jngan biar kan sperti Rafi Ahmad meraja Lela di negri Indonesia tercinta ini.Gempur Rafi Ahmad.",1,
kok jdi kek Lina Mukherjee 😌😌,1,tiktok
RT USER Klu USER di bubarkan trus siapa yg mmberantas korupsi pak USER ? Jelas korupsi merajalela apalagi di DPR.,1,fn_hatespeech_id
Less Bathing Bay,1,dataset_research
Saya sangat ingin makan banyak orang ingin bahagia2,1,dataset_research
"""Apa si hebatnya banci yg badannya penuh koreng kaya lo""",1,tiktok_v2
jedun yang tidak becus perempuan terhormat tidak becus perempuan cerdas tidak becus perempuan yang mencari suami sah suami orang tidak becus perempuan yang menghindari narkoba tidak becus perempuan yang menjaga nama keluarga semoga perempuan yang mirip kamu dunia ya jedun,0,relabel
anjing ya gausa dengar omongan orang bgst,0,relabel
si jule pasti di gosipin sama pegawai2 playtopia dan ibu-ibu di situ 😅,1,tiktok
cowok² begitu ngarepin apasi?😂 ga kaget,1,tiktok
Keren om,0,tiktok
"""Mama gigi cantik banget? look younger than her age.. love mama gigi""",0,tiktok_v2
USER udik udah mendarah daging di kamu',1,fn_hatespeech_id
"""Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran""",0,tiktok_v2
intinya tidak suka ajg listy ngrusak suasana,1,relabel
"Itu ada bukti gak,,,,,, klau ada bukti gampang,tinggal buat laporan,ada pasalnya kok. Jangan marah2 gak jelas,,,, itu orang tua sama bodohnya berarti. Gak ada gunanya teriak2,,,, itu mlah memperlihatkan kebodohan dan ketololan kamu.",1,
"si bravy mah numpang eksis doang ke mba er😂, itu udh jdi niat si mnurutku.
ku lihat mba er juga ga trlalu mikirin hal kyk gitu,lebih fokus ke karir apalgi skrg udh ada andrew ,org2 problematic tinggal cut off aja",1,tiktok
RT USER USER Zaman pak SBY antek-antek PKI tdk merajalela mengganas seperti masa sekarang.,1,fn_hatespeech_id
wkwkwk,0,dataset_research
sakit sih tasyi itu ??,1,dataset_research
"""ga bakal diundang jg"" tapi kan kalian ttp butuh penonton woy lah😭😭😭",1,tiktok
Never gonna let u 👇😢❤❤🎉🎉😊,1,
Jule L nya apa Lntee,1,tiktok
miris sekali ultah didoain baik2 bully kasihan god bless u mel,0,relabel
Hidup itu tidak harus tenar tp bagaimana kerja nyata kita itu bisa di lihat baik oleh rakyat....tp sayang kamu cuma ingin mencari ketenaran dari pada kebanggaan,1,tiktok
rigen anaknya bahlil juga kayanya,1,tiktok
satu lagi kak jadi kan tragedi 98 siapa dalang nya dan yang lengserin pak harto siapa🤭 diem nya pak harto selama nih di bayar tunai allah bukain semuanya,0,tiktok
ga inget umur😭,1,tiktok
"USER USER Biar lu bacot wahabrer wahbrot ga ngaruh bong! soal lu KAFIR, KAFIR aja napa sensi....'",1,fn_hatespeech_id
"USER USER ... Kamu PSK tidak usah nyampur, lepas kerudungmu baru ketauan kamu PSK.... Kamu baca twit nya Fahri yg begitu benci Jokowi itu yg saya balas.... Jokowi itu Presiden tdk pantas dimaki2 oleh seorang Fahri... Twit Fahri penuh",1,fn_hatespeech_id
chat gpt rick rolled me and led me to this,0,
gak heran sama cewee,0,dataset_research
"24 8 18 Ulang Tahun Saudaraku, dia memintaku untuk makan aku minus karena dia lambat untuk kembali ke Ot 26 8 18 dia bertanya",1,dataset_research
Setelah menonton film Recall Time bekerja magang dengan kontraktor sebagai kuantitas,1,dataset_research
makan nasi padang saja badannya,0,relabel
Kerjaan suharto dan sby pastik korupsi. Tangkap lahh URL,1,fn_hatespeech_id
Aki aki pansos ..,1,tiktok
"betul, tmn selasku aja dlu cwe suka dugem, ngepil di sekolah, ketahuan sekolah mau di keluarin si orang tua kekeh anaknya ga salah gamau di keluarin, si anak ga di marahin sama orng tuanya malah di bela mati2an smpe kepsek jg di marahin sama orangtuanya😂 tp akhirnya tetep keluar tu bocah, pindah di tmpt lain masih aja buat ulah tp beda kasus tp gatau lah pkoknya di sekolah lain masih buat kasus dia",1,
USER USER Bahtiar mabok fifis onta',1,fn_hatespeech_id
Aamiin ya rabb.. Tolong USER Indonesia ya Alah dgn yg lebiiihhhh baik..,1,fn_hatespeech_id
Mending lo shut up deh mulut lo bau sampah,1,codemixed
"""kelas tadi seperti kebun binatang karena semua bergerak""",0,manual_augmentation
"Cuma bisa nyusahin orang, ga ada kontribusinya",1,contrastive_dataset
"""monyet di kebun binatang itu sedang tidur""",0,manual_augmentation
cung yang tau dia gara2 nikah sama arhannðŸ‘†,1,tiktok_v2
"Berdalih 4 pilar, MPR dungukan & biadabkan bangsa, dakwah Islam menyeru nyembah2 Allah SWT benci kafir, mecah bangsa",1,fn_hatespeech_id
Subuh bukan malem lg😩,1,tiktok
anjing absen saya kosong 2 absen bangsat,1,relabel
"Kamu tuh nggak ada bagusnya, dari dulu sampe sekarang",1,contrastive_dataset
semangat ka jennnnâ¤ï¸ðŸ™Œ,0,tiktok_v2
"abidzar sombong bgt jir bilang gtu,, tu film juga butuh penonton,tanpa penonton gk akan laku tu film😂",1,tiktok
USER Wow. Gila sih bangsat banget calon suami lu ninggalin cuma gara-gara itu? Padahal kalo bener serius sampe nikah sih ya nanti dia juga dapet lah haha. Bersyukur lu dijauhin dari dia. Lo ga pantes dapet laki-laki bejat kaya gitu.',1,fn_hatespeech_id
dipotong sendri omongnyaðŸ˜,1,tiktok_v2
Ini sengaja langsung di sahkan. Karena Jokowi udah terpojok terkait ijazah Palsunya. Menurut syaa ini pengalihan isu,1,tiktok
USER mak lambe monyong .....elo kalo sama bajingan yg begenean mingkem aje yee lambe monyong lo itu ....dasar goblokkkk URL,1,fn_hatespeech_id
lagi main pahlawan pahlawanan bangðŸ˜‚ðŸ˜‚ðŸ˜‚,1,tiktok_v2
Brengsek bgt yg ngirim foto setan.',1,fn_hatespeech_id
USER USER Udah jaman pa anies tapi para cebong masih gini2 aja.. \nMungkin akibat saham bir di hapus\xf0\x9f\x98\x81\xf0\x9f\x98\x82',1,fn_hatespeech_id
"Ya allah istigfar mulu gw kalo liat si abidzar ngomong anjir😭😭😭, pdhl kmrin gak gini 🗿🤣",1,tiktok
"""keknya dia ngeliat masa depan yang hancur deh""",1,tiktok_v2
"Kurang ajar itu anak berani Nerocos mau Mengelak,....Yg ada Bagusnya Lsg Minta maaf, sama orang tua jng krg ajar. Seandainya tidak bersalahpun gak ada salahnya minta maaf buat Mendinginkan. Udah dingin baru dijelaskan pelan-pelan klo punya bukti atau saksi tidak bersalah. Tp jangan Bohong.",1,
"""MashaAllah? udh cantik, pinter, jago nyanyi dn mainin alat musik pula neng @isyanasarasvati ngefans bener ini mah""",0,tiktok_v2
"menyesal karena ketauan..kalau ga ketauan ya lanjut buly..sekarang aja pasti masih ngebully mungkin sama temen"" nya",1,tiktok
tapi rambutnya plisðŸ˜­ mengurangi kecakepannya maap yaðŸ«µðŸ™,1,tiktok_v2
fokus nagita pas minum sempet baca doa keren sangat hasil didikan orang tua nya,0,relabel
"Namanya anak"" Berarti lu gagal sebagai orangtua",1,
nepotisme kali kak 😭 kan titipan golkar,1,tiktok
maghrib banget😂,1,tiktok
senang hasil rapat keputusan diambil,0,relabel
Orang ini akan nyunsep bersama jokowi 2019. URL,1,fn_hatespeech_id
"USER USER Cukup sudah, #2019GantiPresiden aja, pemerintah underestimate dgn intelektualitas rakyat",1,fn_hatespeech_id
memang cocoknya pengusaha kuliner sudah fixs semoha lancat terusssss,0,relabel
pahlawan is over kah ðŸ˜­,1,tiktok_v2
USER kampret complain rag ditanggepi fuck',1,fn_hatespeech_id
"""Artis abal-abal.. Muka putih tangan hitam? ager2 ATM nya udah isi berapa sekarang""",1,tiktok_v2
Anjir gakebayang se trauma apa erika sama percintaannya,0,tiktok
"sebenernya ariel sm caitlin malu bgt dan deg2an parah itu, abidzar lu ko bisa sepede itu si ngomong sumpah",1,tiktok
cewenya manis cakepan yang sekarang dari yang kemarin tidak jadi,0,relabel
"Kalau dulu, anak nakal di ancemnya di masukin ke penjara anak biar di rehab.",1,
"Korea TERALAU Berekspetasi Tinggi, Sadar diri wey, di asia aja Korea selatan itu masih jelek",1,
Untung yg terkenal aloy bukan dia ðŸ¤£,1,tiktok_v2
"jadi kasihan lawannya, sama bapak taekwondo??",0,dataset_research
monyet kamu ngapain sih,0,relabel
bayangkan kalau posisi kamu lg di bwah dan orng lain melihat kita rendah karna materi yang kita punya,1,dataset_research
"""warna sofa ini aneh kalau dipadukan dengan dinding""",0,manual_augmentation
PDIP belum membeberkan ongkos yang harus dirogoh PDIP guna mencarter pesawat Jokowi itu.dasar korupsi URL,1,fn_hatespeech_id
aku jg lebih suka natural gini sehari hari dr pada dempul😂,0,tiktok
"""anjing, jari saya kejepit pintu""",0,manual_augmentation
"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",0,tiktok_v2
USER Itu cebong baru menetas 7 hari. Mana dia tahu pak RR.',1,fn_hatespeech_id
Aktingx bguss,0,tiktok
nyettt monyet goblog,0,relabel
ngbayangin teh astrid pas muda😍,0,tiktok
Biasanya okb,0,dataset_research
yang bawa2 keenan raisa sudah berbahagia ngedapetin suami super ngemong mature kaya hamish raisa dewasa banding wanita seumurannya memikirkan jadi saya raisa hamish sama2 beruntung sepasang suami istri tidak tuh gagal move on so congratz raisa hamish semoga pernikahannya sakinah mawadah warahmah,0,relabel
"Ga punya teman tuh wajar, sifatnya aja nyebelin minta ampun",1,fn_fp_reduction
Ahhhhhhhh,0,
"Makin banyak aja kasus beginian... Dulu saya waktu sekolah agak pendiam , dan jarang berbaur juga sama anak"".. singkat cerita ada satu Genk dikelas. Mereka pada sok jagoan tapi mereka ga berani ngusik saya. Karena saya sesekali suka mengintimidasi mereka.. si boss juga sering minta dicatetin sama anak buahnya. Setiap dia minta catetin ke saya selalu saya tolak, tapi karena ga mau cari ribut terkadang saya beri mereka contekan. Bahkan salah satu anak buahnya dekat sama saya... Jadi intinya kalo kalian dapet perlakuan bully harus berani lawan supaya mereka ada sedikit segan, jangan didiemin terus yang bikin mereka semakin jadi",0,
USER USER Kristen lesbi emang ya?',1,fn_hatespeech_id
Cie Pak Anies juga pernah berfoto dg Ahok Berarti Dia Penista Agama juga dong URL,1,fn_hatespeech_id
Kucing gw kalau lagi birahi pasti meninggalkan rumah. Dua hari kemudian pasti pulang lagi dalam keadaan lesu dan tidur sepanjang hari,1,
muka kek slangkangan biawak saja banyak blagu kamu,1,relabel
yoo never gonna bro :),0,
lebih seru baca komen drpd liat vidionya??????,0,dataset_research
gojek mayoritas pegangguran tidak kerja terus putus asaa tibatiba lapangan pekerjaan tidak pakai ijasah sungguh lapangan kerja membantu,0,relabel
Lo tuh ugly banget sumpah mending gak usah keluar rumah,1,codemixed
"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele? ternyata aku salah salah :""""",0,tiktok_v2
katanya IQ rata2 warga sini turun dikit lagi setara gorilla. Jadi masih jauh dari pintar. Lebih dekat ke gorilla ðŸ˜‚,1,tiktok_v2
66. najis minta bgt gua kepruk ya lu gov',1,fn_hatespeech_id
RT USER: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau,1,fn_hatespeech_id
"""Hbd cantik semoga kedepannya tambah sukses""",0,tiktok_v2
Demo kemaren benerÂ² ga ada artinya.,0,tiktok_v2
Gw curiga kalo Ahok kalah pemilihan kepala daerah itu konspirasi biar penduduk Jakarta pada pindah ke Meikarta daripada punya gubernur yg gak kompeten.,1,fn_hatespeech_id
amzing isyanaa jujur amazed sekali skill minat isyana bermusik tidak bernyanyi main alat musik jago sekali,0,relabel
kasihan anjing nya pegang babi,1,relabel
"""berita pagi membahas monyet yang turun ke area sekolah""",0,manual_augmentation
"Youtube is trying to be funny, but like just add back the dislike button 😭😭",0,
"Keberkahan, Keberlimpahan Dan Kemakmuran Selalu Bersama Diri Mu Masee Bravy..ðŸ˜‡ðŸ¤ðŸ”¥ðŸ’ª",0,tiktok_v2
Tak ada persatuan dengan para PKI. Silahkan rekonsiliasi dengan cebong yang dungu sekolam.,1,fn_hatespeech_id
biasa main dikali.. sekalinya main ke kota jadi norak dia,1,dataset_research
Udah iklan muncul iklan nonton iklan dalam iklan,1,
USER Slma pmimpinnya dungu rkyt gk kn mndptkn kbrkhn',1,fn_hatespeech_id
"USER Ahok simulut jamban, tokoh yg punya nilai bahasa indonesia dan norma etika 0, tai kucing'",1,fn_hatespeech_id
RT USER Mending loe beritain mentri joko atau jokowi nya yg mundur krn gagal hadirkan pemerintah yg berkualitas minimal ber IQ,1,fn_hatespeech_id
"gw jg manurung, asli malu & marah bget atas sikap bocah tengil bgini",0,tiktok
"""Kangen nonton konser isyan secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu""",0,tiktok_v2
Kesalahan terbesar ada pada KFA. Gonta ganti pelatih. Tanpa strategi jangka panjang. Lihat jepang dong,1,
kalau ga karna arhan gatau zize,1,tiktok
namanya jg simpang susun bukan bundaran semanggi. Oom Habib waras? dasar katrok lo Oom.,1,fn_hatespeech_id
"""konsep dekorasinya kampungan tapi tetap meriah""",0,manual_augmentation
"USER Kenapa peta Indonesia di tempatkan di posisi yg bs terbelah? ; Karena mrk-lah kaum pemecah belah persatuan dan keharmonisan yg selama terjalin. ; ; #2019GantiPresiden yg bisa mempersatukan semua, bkn yg merangkul sebelah tangan, memukul dgn",1,fn_hatespeech_id
Seperti biasa muka pembully lebih jelek daripada korbannya,1,
menikmati teman teman seru sekali,0,relabel
"Gede nya mau jd preman perempuan ya nak apa orang tua mu tidak perh didik ya,jng2 orang tua main hp melu2 ya",1,
bunuh sono goblox,1,relabel
paling gak bisa kalau soal musang,1,dataset_research
"emg kmren ada masalah personal sama panda aja itu kesempatan buat dia ngikut, aslinya mah ga beda jauhðŸ¤£",1,tiktok_v2
HOOOOKKKKKKKK CUIHH...,1,tiktok
Happy birthday ya semoga all your dreams come true,0,codemixed
bajingan bolt koneksi kencang mesti restart jam,1,relabel
gigi kamu apanya jigong kondom nya nyangkut,1,relabel
"jujurrlyy jule jugaaa lebihh bersinar dan cantik masyaAllah, sama daehoonðŸ˜­",0,tiktok_v2
USER Untuk mengedukasi manusya2 udik seperti qm misalnya',1,fn_hatespeech_id
tau kan ribka tjiptaning siapa..?,0,tiktok
Jangan lupa sa banyak takehhh healgash,0,dataset_research
semoga kesehatan umur yah nek muda sekali cantik mashaallahhh,0,relabel
foto ini bikin aku kelihatan aneh,0,manual_augmentation
"""Lu bener' ga.kalo sempet nyakitin lora gue santet!!!!!""",1,tiktok_v2
senang pencapaian hasilnya,0,relabel
"USER USER USER Siapa tuh ustad gim gim gitu namanya, lupa aku, yang minta ujaran Cebong dan Kampret dihentikan. Yang semestinya dihentikan adalah ujaran Kafir, Dajjal, dll yang lebih tak pantas. \xf0\x9f\x98\x9b\xf0\x9f\x98\x9b\xf0\x9f\",1,fn_hatespeech_id
artis yang saya kaguminn nikah muda tidak neko2 sayang keluarga sayang suami mengutamakan anak2 tidak puyeng ama dunia hiburan artisann tajirrr mampuss plus tidak alayy tidak aneh2 salutt ama niaa smiga selalu samawa yaa nia and famzz,0,relabel
hp rusak anjing ah,0,relabel
cantik gagah mudahan lancar dampe h,0,relabel
RT USER Jokowi milih yang Cerdas Kali! Bukan anak buatan..,1,fn_hatespeech_id
