text,label,category
"""babi kecil itu bermain dengan air lumpur""",0,animal_literal
"""anjing tetangga memakai lonceng kecil di lehernya""",0,pet_context
"""warna tas ini terlalu norak kalau dipakai malam hari""",0,object_criticism
"""konsep dekorasinya kampungan tapi tetap meriah""",0,object_criticism
"""poster itu jelek karena terlalu banyak elemen""",0,object_criticism
"""bentuk kursi ini aneh untuk ruang rapat""",0,object_criticism
"""stikernya norak tapi anak-anak suka""",0,object_criticism
"""model topi itu kampungan menurut beberapa orang""",0,object_criticism
"""kemasan makanan itu jelek tapi isinya enak""",0,object_criticism
"""warna interiornya aneh dan terlalu ramai""",0,object_criticism
"""layout katalog ini terasa norak""",0,object_criticism
"""desain papan nama lama itu kampungan sekali""",0,object_criticism
"""anjir, ternyata ruangan ini terkunci""",0,general_expression
"""gila, besar sekali aula barunya""",0,general_expression
"""parah, pekerjaan rumahnya numpuk""",0,general_expression
"""buset, lampunya silau banget""",0,general_expression
"""kampret, aku salah set alarm""",0,self_directed_expression
"""bangsat, aku tertinggal dompet lagi""",1,self_directed_expression
"""goblok, aku belum backup file penting""",0,self_directed_expression
"""bego banget gue kira itu hari Sabtu""",0,self_directed_expression
"""tolol banget aku naruh charger di meja orang""",0,self_directed_expression
"""anjing, ternyata sepedaku bannya kempes""",0,self_directed_expression
"""anjing itu sedang tidur di samping kursi""",0,pet_context
"""monyet kecil itu memanjat pagar taman""",0,animal_literal
"""babi hutan terlihat dekat sungai sore tadi""",0,animal_literal
"""anjing peliharaan kami baru selesai vaksin""",0,pet_context
"""monyet itu mengambil buah dari ranting rendah""",0,animal_literal
"""babi ternak itu dipelihara di kandang bersih""",0,animal_literal
"""anjing saya suka duduk dekat pintu depan""",0,pet_context
"""monyet liar itu berlari ke arah pohon besar""",0,animal_literal
"""babi kecil itu bermain di genangan air""",0,animal_literal
"""anjing penjaga itu menggonggong saat motor lewat""",0,pet_context
"""desain undangan ini terlalu norak untuk acara resmi""",0,object_criticism
"""warna dekorasinya terasa kampungan buat aula besar""",0,object_criticism
"""poster lama itu jelek tapi informasinya masih jelas""",0,object_criticism
"""tampilan katalog ini aneh karena terlalu banyak warna""",0,object_criticism
"""cover album itu norak tapi cukup menarik perhatian""",0,object_criticism
"""model sandal ini kampungan menurut selera saya""",0,object_criticism
"""layout pamfletnya jelek dan kurang nyaman dibaca""",0,object_criticism
"""warna jaket itu aneh kalau dipakai malam hari""",0,object_criticism
"""konsep spanduk ini terlalu ramai dan terasa norak""",0,object_criticism
"""bentuk meja itu aneh tapi masih fungsional""",0,object_criticism
"""anjir, ternyata jadwal ujiannya berubah lagi""",0,general_expression
"""gila, luas banget lapangannya""",0,general_expression
"""parah, hujannya bikin jalan macet total""",0,general_expression
"""buset, cepat banget respon sistemnya""",0,general_expression
"""kampret, aku salah simpan file revisi""",0,self_directed_expression
"""bangsat, aku baru sadar ada typo di judul""",1,self_directed_expression
"""goblok, aku malah lupa bawa catatan penting""",0,self_directed_expression
"""bego banget gue gak cek baterai dari tadi""",0,self_directed_expression
"""tolol banget aku kirain ruangannya di lantai satu""",0,self_directed_expression
"""anjing, tanganku kepentok meja lagi""",0,self_directed_expression
"""kata monyet pada kalimat ini merujuk pada hewan liar""",0,quoted_or_descriptive
"""kata babi dalam teks itu dipakai dalam konteks peternakan""",0,quoted_or_descriptive
"""kata anjing di paragraf ini hanyalah nama hewan""",0,quoted_or_descriptive
"""istilah norak di ulasan itu membahas gaya panggung""",0,quoted_or_descriptive
"""kata kampungan pada review ini menilai desain ruangan""",0,quoted_or_descriptive
"""kata jelek di sini menjelaskan kualitas tampilan gambar""",0,quoted_or_descriptive
"""berita pagi membahas monyet yang turun ke area sekolah""",0,news_or_public_issue
"""laporan warga menyebut babi hutan merusak ladang jagung""",0,news_or_public_issue
"""artikel itu menjelaskan cara merawat anjing yang sakit""",0,news_or_public_issue
"""petugas mengevakuasi anjing liar dari kawasan pasar""",0,news_or_public_issue
"""tim konservasi mengamati kelompok monyet di hutan kota""",0,news_or_public_issue
"""petani mulai memasang pagar karena babi hutan sering datang""",0,news_or_public_issue
"""aku terlihat jelek di foto itu karena kurang cahaya""",0,self_directed_expression
"""mukaku kelihatan aneh kalau difoto dari bawah""",0,self_directed_expression
"""rambutku terasa norak kalau dibelah seperti ini""",0,self_directed_expression
"""bajuku kelihatan kampungan saat dipakai dengan topi itu""",0,self_directed_expression
"""aku tampak capek sekali di rekaman tadi""",0,self_directed_expression
"""ruangan itu seperti pasar karena semua orang bicara bersamaan""",0,figurative_non_targeted
"""suasana kelas tadi seperti kebun binatang karena terlalu ramai""",0,figurative_non_targeted
"""antrian kendaraan itu panjang seperti ular""",0,figurative_non_targeted
"""meja kerja saya berantakan seperti kapal pecah""",0,figurative_non_targeted
