text,label,orig_split,oof_prob_0,oof_prob_1,oof_pred,oof_fold,ce_loss,is_disagreement,noise_type
user yeah and it was gay af,1,train,0.9423677325248718,0.057632286101579666,0,4,2.853672345717535,1,Suspected_False_Negative
walkaway liberals......your party is poison. url,0,train,0.057719942182302475,0.942280113697052,1,3,2.85215254676958,1,Suspected_False_Positive
dulu waktu kecil aku bercita cita ingin menjadi seorang pengkhianat,0,train,0.057825010269880295,0.9421749711036682,1,2,2.850333893261878,1,Suspected_False_Positive
time for maga to flip it!,1,train,0.9420587420463562,0.057941269129514694,0,3,2.8483253826779493,1,Suspected_False_Negative
mental case for sure,1,train,0.9419196248054504,0.058080367743968964,0,1,2.845927576805735,1,Suspected_False_Negative
"do it right.  date and marry white. no race mixing, fam.",1,train,0.9419193267822266,0.058080703020095825,0,5,2.8459218041983605,1,Suspected_False_Negative
i am high af on nyquil bitches how is your night,0,train,0.05812334641814232,0.9418766498565674,1,1,2.8451878641994215,1,Suspected_False_Positive
weddings are gay as fuck,0,train,0.05813034251332283,0.9418696761131287,1,1,2.845067505090764,1,Suspected_False_Positive
dia yg ngomong dia yg bantah sama kaya junjungannya,1,train,0.941863477230072,0.058136504143476486,0,2,2.8449615139103615,1,Suspected_False_Negative
user bernardo is just a white honky,1,train,0.9417656660079956,0.058234307914972305,0,1,2.8432806148465177,1,Suspected_False_Negative
niggas love staying in contact with they old bitches,0,train,0.058321114629507065,0.9416788816452026,1,5,2.841791079161439,1,Suspected_False_Positive
Mirip falak,1,train,0.9415523409843445,0.05844767764210701,0,2,2.8396233242382363,1,Suspected_False_Negative
oh i got these vegas dykes mad today,0,train,0.0584719255566597,0.9415280222892761,1,4,2.8392085449499573,1,Suspected_False_Positive
sen. lee is so calm  soothing. not psychotic like the jews.,1,train,0.9412840604782104,0.05871586874127388,0,5,2.835045252374459,1,Suspected_False_Negative
user grandparents are quite a drain on the budget kill all grandparents,1,train,0.941070556640625,0.058929432183504105,0,4,2.8314146156190194,1,Suspected_False_Negative
"yes, philidelphia has been over run with black savages , left and right .",0,train,0.05893881246447563,0.9410611987113953,1,2,2.831255450086024,1,Suspected_False_Positive
user i do not ihate these clowns trying to portray themselves the only muslims,0,train,0.05898939445614815,0.941010594367981,1,4,2.83039760621482,1,Suspected_False_Positive
"america today, the rule of thumb is when in doubt, blame whitey",1,train,0.9409536123275757,0.059046421200037,0,3,2.8294313444406494,1,Suspected_False_Negative
"christians massacred by jihadi muslims while they slept! including pastor, his wife amp; kids",0,train,0.05911807343363762,0.9408819675445557,1,4,2.8282185902608976,1,Suspected_False_Positive
he is bafoonicus !,1,train,0.9408522844314575,0.05914773419499397,0,5,2.8277169953777617,1,Suspected_False_Negative
y  all got all the hoes,0,train,0.05920342728495598,0.9407965540885925,1,3,2.826775845440972,1,Suspected_False_Positive
not to slut shame anyone but you all some hoes for october,0,train,0.05922701209783554,0.9407729506492615,1,3,2.8263775557223108,1,Suspected_False_Positive
if white men r problem how come black mail is criminal an me a dog,0,train,0.05924067273736,0.9407593607902527,1,5,2.826146933513326,1,Suspected_False_Positive
user especially with a nazi i the white house,1,train,0.940670907497406,0.05932901054620743,0,3,2.8246568759750823,1,Suspected_False_Negative
i guess the yonge st retail district will be smashed and looted .,1,train,0.9406048059463501,0.059395235031843185,0,4,2.8235412741503376,1,Suspected_False_Negative
what do you call number immigrants at the bottom of the ocean a good start,1,train,0.9405707120895386,0.05942923203110695,0,1,2.8229690519299186,1,Suspected_False_Negative
it is disgraceful to treat a sick lady like they are doing .,0,train,0.05944494530558586,0.9405550360679626,1,3,2.8227046837564016,1,Suspected_False_Positive
user welcome to femi nazi you are like yes to equal right but no to equal responsibility irony,1,train,0.9404692649841309,0.059530675411224365,0,4,2.8212635461525872,1,Suspected_False_Negative
antifa..anonymous are coming for you..  url,1,train,0.9404231309890747,0.0595768466591835,0,1,2.8204882592610585,1,Suspected_False_Negative
scrape that shit off,0,train,0.05959184095263481,0.9404081106185913,1,3,2.820236611049923,1,Suspected_False_Positive
"yep, apparently so. fucking commie jew bastard prolly",0,train,0.05966465547680855,0.9403353929519653,1,1,2.8190154694701826,1,Suspected_False_Positive
"Gaya doang tulus,tapi selingkuh",1,train,0.9403345584869385,0.05966542661190033,0,3,2.8190025450662386,1,Suspected_False_Negative
hokkk cuh,1,train,0.9402551651000977,0.05974477156996727,0,2,2.8176735971044624,1,Suspected_False_Negative
user user those women they returned gave births to jihadis who returned back for jihad that how it works,1,val,0.940085768699646,0.05991426482796669,0,5,2.814840658173013,1,Suspected_False_Negative
user user btw nice job threatening violence against an elected official you mongoloid,1,train,0.9400028586387634,0.059997204691171646,0,4,2.8134573063257857,1,Suspected_False_Negative
am i the only one who hasn  t tried white claws lmao,1,train,0.9399960041046143,0.060003988444805145,0,3,2.8133442448892545,1,Suspected_False_Negative
user user you are a muslim so you have no say on judaism,1,train,0.9399797916412354,0.06002022325992584,0,2,2.8130737192179898,1,Suspected_False_Negative
hey we just want everyone to know that you are for potus and !  maga!!,0,train,0.060057613998651505,0.9399424195289612,1,4,2.812450944178269,1,Suspected_False_Positive
mirm The sulap,1,val,0.9399117231369019,0.06008821353316307,0,1,2.8119415709307445,1,Suspected_False_Negative
kalau lomba an sama babi babi nya nomor 2,1,train,0.9398863911628723,0.060113612562417984,0,2,2.811518964545169,1,Suspected_False_Negative
al gore won the popular vote in number but only because of illegal immigrants in california,1,train,0.9398483633995056,0.06015162169933319,0,5,2.810886876004968,1,Suspected_False_Negative
Yang make masker sok asik,0,train,0.060240983963012695,0.9397590756416321,1,4,2.8094023615765424,1,Suspected_False_Positive
sub  i.q. i would say for sure .,1,train,0.9397526383399963,0.06024736911058426,0,4,2.8092963737791385,1,Suspected_False_Negative
i have developed a huge crush on females with shaved heads beautiful bald bitches,0,train,0.06029406189918518,0.9397059082984924,1,5,2.808521656065152,1,Suspected_False_Positive
destroying me???? excuse me i beat you all the time why you bullshitting that?? also i love you more,1,train,0.939601719379425,0.060398273169994354,0,2,2.8067947643508226,1,Suspected_False_Negative
ayy carlton is a ghetto school now switchedatbirth,1,val,0.9395403265953064,0.060459673404693604,0,3,2.8057786914864074,1,Suspected_False_Negative
iq noggers are always arrogant af.,0,train,0.060513775795698166,0.9394862651824951,1,2,2.8048842407623984,1,Suspected_False_Positive
sarah is a liberal jew.  they are just as crazy as the liberal gentiles.,0,train,0.0605902262032032,0.9394097924232483,1,5,2.8036216826900198,1,Suspected_False_Positive
user user but is not his wife an immigrant drainthedeepstate,1,train,0.9393057227134705,0.06069423630833626,0,5,2.8019065391592393,1,Suspected_False_Negative
user you think they  re nazis,1,train,0.9392771124839783,0.060722846537828445,0,3,2.8014352672533254,1,Suspected_False_Negative
"Ngaca pak ngaca ampun, kalo mikir begitu dari dulu infrastruktur di pusat terus yg bagus, tapi daerah lain tertinggal, ga mikir kesitu juga kah ? ðŸ˜‚",1,train,0.9391183257102966,0.0608815997838974,0,2,2.798824288114671,1,Suspected_False_Negative
heres my litmus test for the next scotus justice...,1,train,0.9391123652458191,0.0608876533806324,0,4,2.7987248607702035,1,Suspected_False_Negative
APASIH LO TASYIIII??,0,train,0.0612124502658844,0.938787579536438,1,2,2.793404674437031,1,Suspected_False_Positive
awwwwww at least you didnt have drool drooping out of your mouth like i did when i was one years old .,0,val,0.06126457825303078,0.9387353658676147,1,3,2.792553445583353,1,Suspected_False_Positive
sebelum nganggur harus gaya dulu,0,train,0.061282962560653687,0.9387170076370239,1,5,2.7922534100601797,1,Suspected_False_Positive
i love it when a plan comes together  maga nexit url,1,train,0.9386655688285828,0.061334460973739624,0,2,2.7914134247688644,1,Suspected_False_Negative
"why listen to this tax evading race baiter? what, are you a libtard?",0,train,0.06143037602305412,0.9385696649551392,1,4,2.789850842661856,1,Suspected_False_Positive
"Anak gw masih umur 3 tahun di hina gagu karena speech delay,di bilang aneh karena ADHD.. GW SEBAGAI IBUNYA LANGSUNG NGATAIN EMAK2 YG UDH BULLY ANAK GW.SEMOGA SUATU SAAT MEREKA DAPAT KARMA",0,train,0.06143058463931084,0.9385694265365601,1,2,2.7898474466887886,1,Suspected_False_Positive
you don  t even cheat with no bad bitches cardi b,0,train,0.061486538499593735,0.938513457775116,1,4,2.78893701431421,1,Suspected_False_Positive
telesmokacatin  damn that looked better in my head,1,train,0.9383781552314758,0.06162190064787865,0,3,2.786737941630447,1,Suspected_False_Negative
hoes austin; teach us austin.i teach u how to get curved? thats all i know,0,train,0.061680443584918976,0.9383195638656616,1,1,2.785788358038932,1,Suspected_False_Positive
akar kejahatan adalah nafsu,0,train,0.06169869005680084,0.9383013248443604,1,3,2.785492579142188,1,Suspected_False_Positive
he is quite good at faking. must have done it numerous times,1,train,0.9382279515266418,0.06177201867103577,0,3,2.7843047893641635,1,Suspected_False_Negative
i see so many bmwf around my city its not even funny .,1,train,0.9381165504455566,0.06188349053263664,0,1,2.7825018467777047,1,Suspected_False_Negative
user bro wheres my holocaust clout come on bro please bro,1,train,0.9380099773406982,0.061990104615688324,0,2,2.7807805096477245,1,Suspected_False_Negative
user honestly as a comms person kill all comms people,1,train,0.9379297494888306,0.062070272862911224,0,5,2.779488102514825,1,Suspected_False_Negative
user less immigrants more houses to chose from lower prices open your eyes duetcheland,1,train,0.937851071357727,0.06214891001582146,0,5,2.7782219991386383,1,Suspected_False_Negative
three more posters ready  these are definitely antiracemixing !,1,train,0.9378390312194824,0.06216094270348549,0,1,2.7780284072802552,1,Suspected_False_Negative
john oliver is a queer,1,train,0.9378034472465515,0.06219656765460968,0,5,2.7774554631613815,1,Suspected_False_Negative
you are being unkind to the pin!!!,1,train,0.9377022981643677,0.06229771673679352,0,4,2.7758305033500092,1,Suspected_False_Negative
Aku nk walk in ajelah senang,1,train,0.9375724792480469,0.06242753192782402,0,2,2.773748884122211,1,Suspected_False_Negative
donald trump    racism? no.....  homophobia?...no.... xenophobia?  no........   ?  no ....,1,train,0.9375024437904358,0.06249751150608063,0,3,2.7726285389351655,1,Suspected_False_Negative
user youre hurting my feelings thats why dykes  o o h  ii,0,train,0.06253931671380997,0.9374606609344482,1,2,2.7719598525987914,1,Suspected_False_Positive
user i hate you for this,1,train,0.9374094605445862,0.06259061396121979,0,4,2.771139948839447,1,Suspected_False_Negative
"Ada yg bilang alexis ditutup cukup dengan surat... hehe ketawain aja.. dah baca belum pers rilis dr manajemen alexis.. tp ga apa2 para kampret mah gampang dibegoin, dulu jg pernah bilang ditutup eh msh exis tuh alexis...'",1,train,0.9373956322669983,0.06260443478822708,0,2,2.7709191601229364,1,Suspected_False_Negative
what can banks do to show engagement with the queer community? hire trans women,1,train,0.9372484683990479,0.06275152415037155,0,4,2.768572412016274,1,Suspected_False_Negative
what? cloveros? the fuck?,0,train,0.06278086453676224,0.9372191429138184,1,5,2.7681049567685596,1,Suspected_False_Positive
the only thing i know about gun control is how to have great aim.,1,train,0.9371994733810425,0.0628005787730217,0,1,2.7677909894195336,1,Suspected_False_Negative
u still a mutt tho lol,0,train,0.06280583888292313,0.9371942281723022,1,1,2.767707233987245,1,Suspected_False_Positive
Banyak tingkah,1,train,0.9371100664138794,0.06288991123437881,0,2,2.7663695218702586,1,Suspected_False_Negative
remind me again why exactly theres a lingerie store next to a krav maga dojo,0,train,0.0630377009510994,0.936962366104126,1,3,2.7640223037818856,1,Suspected_False_Positive
Yeyy tadi ketemu Neira nya karna ketemuu di bioskopp yeyyyyyyy apa paswetr naira yaitu 🤫🤔 anjai mewing,0,train,0.06305026262998581,0.9369496703147888,1,4,2.7638230511558426,1,Suspected_False_Positive
meritocracy is thus declared evil by the left now.,0,train,0.06310349702835083,0.9368965029716492,1,4,2.76297909055302,1,Suspected_False_Positive
lol have u seen when ike and his kindergarten teacher start having a sexual relationship,0,train,0.0631098598241806,0.9368901252746582,1,2,2.76287826452329,1,Suspected_False_Positive
BLACKLIST KAMPUS UDAYANA,1,train,0.9368140697479248,0.0631859302520752,0,1,2.7616736252071603,1,Suspected_False_Negative
"""erica tuh endgame gw"" PREEEEETTTT",1,train,0.9367573857307434,0.06324261426925659,0,2,2.7607769286392427,1,Suspected_False_Negative
user you want me to give up the list i created to give to you that  even more ghetto,1,train,0.9365479946136475,0.06345195323228836,0,2,2.757472301492741,1,Suspected_False_Negative
this is the latest antiwhite attack by a  groid .,0,train,0.06345316767692566,0.9365468621253967,1,1,2.757453162081681,1,Suspected_False_Positive
user same imagine having to remind someone that they have to pay you back the ghetto,1,train,0.9365181922912598,0.06348176300525665,0,5,2.7570026110999923,1,Suspected_False_Negative
mending kamu tobat sudah,0,train,0.06363338977098465,0.936366617679596,1,2,2.754616949999326,1,Suspected_False_Positive
they will have cunninghams autopsy fudged.,0,train,0.0636860728263855,0.9363139271736145,1,4,2.7537893772569837,1,Suspected_False_Positive
YouTube bro 🫵🖕,1,train,0.9362419247627258,0.06375810503959656,0,2,2.7526589651489117,1,Suspected_False_Negative
Laporkan ke polisi ja kasus perundungan...,0,train,0.06377009302377701,0.936229944229126,1,1,2.7524709599171624,1,Suspected_False_Positive
para penjilat mulai.saling . cakaran.ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0,train,0.06382753700017929,0.9361724853515625,1,3,2.7515705673272315,1,Suspected_False_Positive
ran a good game with my royal niggah ;;;,1,train,0.9361652731895447,0.06383475661277771,0,1,2.751457462472199,1,Suspected_False_Negative
i just know that gays with airpods are gonna cheat on me,1,train,0.9359800815582275,0.06401989609003067,0,1,2.7485613675277936,1,Suspected_False_Negative
user leave me alone porch monkey lol,1,train,0.9359609484672546,0.06403905153274536,0,3,2.748262201507564,1,Suspected_False_Negative
user it chinaman hat island over my head,1,train,0.9359539747238159,0.06404604762792587,0,1,2.7481529601479786,1,Suspected_False_Negative
sinai jihadi group beheads  accused of being spies of the jews  via,0,train,0.06405705958604813,0.9359430074691772,1,4,2.747981036790476,1,Suspected_False_Positive
they always think they are somehow exempt from the rules,1,train,0.9359358549118042,0.0640641450881958,0,2,2.747870430553625,1,Suspected_False_Negative
how about because he is useless?,0,train,0.06430932134389877,0.9356906414031982,1,3,2.7440506917770873,1,Suspected_False_Positive
"""Kasian yah sdh stress banyak masalah""",1,train,0.9354060292243958,0.06459401547908783,0,4,2.739633512127501,1,Suspected_False_Negative
"if it s brown , flush it down .",1,train,0.9353390336036682,0.06466098874807358,0,5,2.7385972153066573,1,Suspected_False_Negative
the policestate that is canada is alive and well;,1,train,0.9352249503135681,0.06477505713701248,0,5,2.736834670450022,1,Suspected_False_Negative
i guess whites will either have to start fighting back or be slowly exterminated .,0,train,0.06480252742767334,0.9351974725723267,1,2,2.736410672871048,1,Suspected_False_Positive
Gw unfollow ya asuuuuu.,1,train,0.9351656436920166,0.06483432650566101,0,5,2.735920085855695,1,Suspected_False_Negative
the muslim bestiality and pedophilia awards user,1,train,0.9351430535316467,0.06485699117183685,0,1,2.735570568759062,1,Suspected_False_Negative
like if you didnt get fired from espn,1,train,0.9350492358207703,0.06495082378387451,0,1,2.7341248525914654,1,Suspected_False_Negative
and     is inciting violence towards trump supporters on lists to be targeted by antifa.,1,train,0.9349661469459534,0.06503384560346603,0,5,2.732847443012748,1,Suspected_False_Negative
user this people are jihadi,1,train,0.934884250164032,0.06511569768190384,0,3,2.7315896270087396,1,Suspected_False_Negative
user muslim twitter what is the hudud for stealing tweets,1,train,0.9347957968711853,0.06520417332649231,0,5,2.7302318040229236,1,Suspected_False_Negative
just add rags and a sheep.,0,train,0.06527651101350784,0.9347234964370728,1,1,2.7291230162388547,1,Suspected_False_Positive
kendall and harry are gay friends chill,1,train,0.9343758821487427,0.06562407314777374,0,3,2.7238126816325816,1,Suspected_False_Negative
NGK tahu,0,val,0.06564655900001526,0.9343534111976624,1,4,2.723470093925133,1,Suspected_False_Positive
user user how can a refugee cross any border illegally asking for people who need help,1,train,0.9343121647834778,0.06568781286478043,0,1,2.72284186742911,1,Suspected_False_Negative
lutfi putus dengan salsa orang stress,1,train,0.934296190738678,0.06570379436016083,0,3,2.7225986023409248,1,Suspected_False_Negative
except for the little attempted rape thing he is just a wonderful guy,1,train,0.9342195987701416,0.0657803863286972,0,4,2.721433565196557,1,Suspected_False_Negative
"dia cuman baca teks, bukan minta maaf😏",1,train,0.9340945482254028,0.06590541452169418,0,4,2.7195346781524234,1,Suspected_False_Negative
user chinaman satanist lee hsien loong criminals just had audible chatter in number wellington circle cavinder bull visited number marsiling lane singapore some time back showing family photos and giving false information,1,val,0.9340356588363647,0.06596428900957108,0,3,2.718641759002504,1,Suspected_False_Negative
funfact genghis khan killed more people than the holocaust did,1,train,0.9340286254882812,0.06597139686346054,0,3,2.7185340117489947,1,Suspected_False_Negative
user um yea all they dykes to me  including me,0,train,0.06610751152038574,0.9338924884796143,1,4,2.7164728998458543,1,Suspected_False_Positive
lets ask the nfl some serious questions!,1,train,0.9338862299919128,0.06611371785402298,0,1,2.7163790218253405,1,Suspected_False_Negative
air mata buaya,1,val,0.933835506439209,0.0661645382642746,0,3,2.71561063533094,1,Suspected_False_Negative
niggasbitches cheat cause mfs always think they gettin played,1,train,0.9336318969726562,0.06636809557676315,0,3,2.712538826273003,1,Suspected_False_Negative
user user she could not be president of the rag head club,1,train,0.9336013793945312,0.06639868021011353,0,5,2.712078099050998,1,Suspected_False_Negative
@tasyiiathasyia lawakk,1,val,0.9335587620735168,0.06644118577241898,0,5,2.711438147129311,1,Suspected_False_Negative
video nunes says attacks from the left are quite enjoyable,1,train,0.9334491491317749,0.06655082106590271,0,1,2.7097893966378193,1,Suspected_False_Negative
Udahan ya maen bapak-bapakannya,1,train,0.9332815408706665,0.0667184367775917,0,2,2.7072739507985735,1,Suspected_False_Negative
orang nolong kok disindir,0,train,0.0667225643992424,0.9332773685455322,1,4,2.707212086429817,1,Suspected_False_Positive
canadastan jihadi justin caliphate,1,train,0.9332640767097473,0.06673587113618851,0,1,2.707012672478397,1,Suspected_False_Negative
the word jew has changed all throughout history .,0,train,0.06677938997745514,0.933220624923706,1,2,2.706360779317349,1,Suspected_False_Positive
disgusting what this country has become .,0,train,0.0668383464217186,0.9331616163253784,1,1,2.705478314912873,1,Suspected_False_Positive
south africa has returned to the stone age in  years .,1,train,0.9331551790237427,0.06684482842683792,0,2,2.70538133928177,1,Suspected_False_Negative
user user hot when the white sluts obey the black and serve them,1,train,0.9330882430076599,0.06691170483827591,0,1,2.7043813669383154,1,Suspected_False_Negative
it ok he is yid anyway,1,train,0.9330540895462036,0.06694589555263519,0,1,2.7038705148835502,1,Suspected_False_Negative
Gipewei lagi sedih nih aku seokjin Rt fllw rep pict seokjin tag klo mau doain aku juga gpp ga juga gpp,1,val,0.9330368638038635,0.0669630914926529,0,3,2.703613684621569,1,Suspected_False_Negative
only retards and dads roll lawful good.,0,train,0.06697093695402145,0.9330291152000427,1,3,2.7034965305051952,1,Suspected_False_Positive
tinggal nunggu berita banjir etanol di rumah beliau,1,train,0.9329966306686401,0.06700337678194046,0,1,2.70301226113074,1,Suspected_False_Negative
look at chechnya .,0,train,0.06708866357803345,0.9329113364219666,1,4,2.7017401974442667,1,Suspected_False_Positive
he is like a cheap plastic version of a real president.,0,train,0.06709014624357224,0.9329098463058472,1,2,2.7017180975979374,1,Suspected_False_Positive
agreed. traitors deserve to be shot. period.,0,train,0.06720618903636932,0.9327937960624695,1,2,2.6999899369383673,1,Suspected_False_Positive
nino gmna kabarnya kok ga prnah keliatan,0,train,0.06721071153879166,0.9327893257141113,1,1,2.699922646256843,1,Suspected_False_Positive
user because white assholes assume the entire world is theirs,0,train,0.06733207404613495,0.9326679110527039,1,2,2.6981185727090566,1,Suspected_False_Positive
gay furry sex games egg whites for facial wrinkles bully breeding my mom porn gif,1,train,0.9325808882713318,0.0674191415309906,0,4,2.6968263024078296,1,Suspected_False_Negative
i live with muslimes lovers,1,train,0.9323963522911072,0.06760366261005402,0,1,2.6940931167788347,1,Suspected_False_Negative
user similarly non muslim countries should come together oops but are there non muslim countries,1,train,0.932314395904541,0.06768561154603958,0,5,2.6928816542069587,1,Suspected_False_Negative
deluded until he is walked off.,0,train,0.06772386282682419,0.93227618932724,1,4,2.6923166821918283,1,Suspected_False_Positive
idk you into mouthy spics on welfare with  kids and  baby daddys?,1,train,0.9320974946022034,0.06790247559547424,0,3,2.6896827856495054,1,Suspected_False_Negative
cewe caper berhayal disapa sama kaum halo dek,1,train,0.9319608807563782,0.06803905218839645,0,2,2.6876734417631947,1,Suspected_False_Negative
mangap mangap aja sop,1,train,0.9318954944610596,0.0681045800447464,0,2,2.686710813392918,1,Suspected_False_Negative
the criminals need gun control,0,train,0.06814795732498169,0.9318519830703735,1,4,2.6860740945099066,1,Suspected_False_Positive
"semua beladiri TERGANTUNG ORANGNYA..bukan jurusnya,bukan perguruanya,bukan gurunya,bukan padepokanya..??????",0,train,0.06821875274181366,0.9317811727523804,1,4,2.685035785040424,1,Suspected_False_Positive
robert diniro has turned into a doddering old fool,0,train,0.06823556125164032,0.9317644238471985,1,1,2.684789424050877,1,Suspected_False_Positive
pngn muntah keinget podcastnya di deny cagur,1,train,0.931757390499115,0.0682426169514656,0,3,2.684686027303874,1,Suspected_False_Negative
"Woohoo, lumayan juga ternyata wifi di rumah nih~ \npenolong saat kuota habis sebekum waktunya.. kampret nih tri~ \xf0\x9f\x98\xaa URL",0,train,0.06826357543468475,0.9317364692687988,1,3,2.684378957228627,1,Suspected_False_Positive
do u have to be retarded to be a lino,0,train,0.06830402463674545,0.9316959977149963,1,2,2.6837865882740237,1,Suspected_False_Positive
real women take critical consequences and use them to make improvements feminists whine,1,train,0.9314088225364685,0.0685911476612091,0,2,2.6795917954165587,1,Suspected_False_Negative
KFA uanjeng,0,train,0.06864000111818314,0.9313600063323975,1,3,2.6788798075118834,1,Suspected_False_Positive
"""Mending lu pada tobat dah""",0,train,0.0686490535736084,0.9313509464263916,1,1,2.678747933117982,1,Suspected_False_Positive
"dia gak mau putih guys pilihan dia sendri kok ,tanskin di luar negri kan mahal 🥰",0,train,0.06865213811397552,0.9313478469848633,1,3,2.678703002111489,1,Suspected_False_Positive
screw the little porch monkey!,1,train,0.9313084483146667,0.06869159638881683,0,5,2.678128410542827,1,Suspected_False_Negative
when he wakes up from his nap. hell sanctuary citystate traitors still walk free,0,train,0.06870684772729874,0.9312931299209595,1,5,2.677906408923483,1,Suspected_False_Positive
you mean commie mutherfuckers pieces of shit!!,0,train,0.06885243952274323,0.931147575378418,1,5,2.6757896220060915,1,Suspected_False_Positive
bye youre a queer,1,val,0.9310652017593384,0.06893474608659744,0,3,2.6745949307395587,1,Suspected_False_Negative
kiske to kick someone gay old for a gay little ass,0,train,0.06903731822967529,0.9309626817703247,1,5,2.6731080766798936,1,Suspected_False_Positive
its comfortable but niccas like me say comthable...smh,1,train,0.9309355616569519,0.06906447559595108,0,1,2.6727147817649826,1,Suspected_False_Negative
would that make him the equivalent of the antifa march that started the violence there in the first place?,1,val,0.9307721257209778,0.06922784447669983,0,5,2.6703521204594383,1,Suspected_False_Negative
salfok SM tompel,1,val,0.9307492971420288,0.06925065815448761,0,5,2.6700226299239302,1,Suspected_False_Negative
user user when like minded immigrants are settled into one community the results are obvious,1,train,0.9307050108909607,0.06929495185613632,0,1,2.669383220228388,1,Suspected_False_Negative
"betul mas ,dituntut saja ,politikus harus santun dan nyata",1,train,0.9306941628456116,0.06930586695671082,0,1,2.669225716099761,1,Suspected_False_Negative
"Kalo ga sma arhan,kita ga tau kamu siapa kak😅",1,train,0.9306820631027222,0.06931789219379425,0,4,2.669052221495556,1,Suspected_False_Negative
Ibu yurika:😁😁(sepanjang yurika cerita waktu direstorAn),1,train,0.9306718707084656,0.06932816654443741,0,3,2.668904011719447,1,Suspected_False_Negative
keep your pelosi money !!!!!!! rednationrising  maga  walkaway,0,val,0.06938665360212326,0.9306133389472961,1,5,2.668060741172148,1,Suspected_False_Positive
tomorrow i will continue drawing the loli nazi for sure,0,train,0.06942227482795715,0.9305776953697205,1,1,2.6675475000280997,1,Suspected_False_Positive
Mending ngomong inggris ya ternyata wkwk,1,val,0.9305096864700317,0.06949035823345184,0,4,2.6665672664892806,1,Suspected_False_Negative
muslims and jews are allies,0,train,0.06950300186872482,0.9304969906806946,1,2,2.6663853349884006,1,Suspected_False_Positive
that twat couldnt crush a fucking grape ffs,0,train,0.06957446038722992,0.9304255843162537,1,5,2.6653577274431637,1,Suspected_False_Positive
Setelah menonton film Recall Time bekerja magang dengan kontraktor sebagai kuantitas,1,train,0.9303959608078003,0.06960409879684448,0,2,2.664931822616496,1,Suspected_False_Negative
user user ur mom is homosexuans,1,train,0.9303311705589294,0.06966885924339294,0,3,2.664001843787481,1,Suspected_False_Negative
user this is a islamic handle,1,train,0.9301637411117554,0.06983629614114761,0,3,2.661601402345838,1,Suspected_False_Negative
"Judol berhenti setelah budi arie berhenti jdi menteri, logikanya judol itu berhenti karena gak ada lagi Backup dari Budi Arie jangan-jangan😂",0,train,0.0698438361287117,0.9301561713218689,1,1,2.6614934415721923,1,Suspected_False_Positive
westminster  tories     absolutely pathetic appeasement,1,train,0.9299829602241516,0.07001709938049316,0,5,2.659015789899325,1,Suspected_False_Negative
tf is this ghetto ass bullshit called life,0,train,0.07010641694068909,0.9298935532569885,1,4,2.6577409493209903,1,Suspected_False_Positive
user do you remember saying that nazi are very fine people i d say your wishes are absolute bullshit,0,train,0.07021196186542511,0.9297880530357361,1,4,2.656236585522904,1,Suspected_False_Positive
no kim you are a failure and your whole life has been,1,train,0.9297752380371094,0.07022470235824585,0,2,2.6560551444024374,1,Suspected_False_Negative
may they be put away for good .,1,train,0.9297477602958679,0.07025224715471268,0,1,2.6556629833124457,1,Suspected_False_Negative
"Sekolahnya di bubarkan aja,,masa guru gak tau sampai 2hari...gilaaaaa",0,train,0.07041582465171814,0.9295842051506042,1,1,2.6533372590931927,1,Suspected_False_Positive
dia yg nyanyi gw yg malu ??,1,train,0.9294548630714417,0.07054515182971954,0,1,2.651502322680059,1,Suspected_False_Negative
yaaaa yaaa kalau liat muka nya sumpah ngeselin sekali sudah operasi sono biar gantengan sedikit kalau jalan mall tidak kenal orang,1,train,0.9294466972351074,0.0705532506108284,0,4,2.651387526467236,1,Suspected_False_Negative
i be minding my business y  all hoes are weird,0,train,0.07086678594350815,0.9291332364082336,1,2,2.64695341862752,1,Suspected_False_Positive
black womenon london transport ...,1,train,0.9291030168533325,0.07089700549840927,0,3,2.6465270819014566,1,Suspected_False_Negative
she is a repulsive human in every possible level.,1,train,0.9288274049758911,0.0711725503206253,0,1,2.6426480641043977,1,Suspected_False_Negative
ooooo damn! looks like a rainbow! all pretty and shit!,1,train,0.9285675883293152,0.0714324489235878,0,3,2.639003046158403,1,Suspected_False_Negative
no wonder this races achieve nothing .,1,train,0.928550124168396,0.0714498981833458,0,2,2.6387587996129334,1,Suspected_False_Negative
"kenapa bisa jadi menteri ya tu orang, heran gua",1,val,0.9285497665405273,0.07145022600889206,0,1,2.638754211435727,1,Suspected_False_Negative
hahahaha  not my fault that you forgot my birthday  i hate you,1,train,0.9284817576408386,0.07151828706264496,0,2,2.637802098870069,1,Suspected_False_Negative
"the antichrist is an a.i bot. selfprogramming, selfaware, sentient and without life.",0,train,0.0715704932808876,0.9284295439720154,1,1,2.6370723949696817,1,Suspected_False_Positive
women wtf r u doing,1,train,0.9282954931259155,0.07170455902814865,0,3,2.6352009486260406,1,Suspected_False_Negative
yeah if a officer wants to watch his career go down the shitter ........,0,train,0.0717221051454544,0.9282779097557068,1,5,2.6349562783969116,1,Suspected_False_Positive
