Column1;Label;clean_text;String;new_label
204;Bullying;manusia hewan sih tidak hati sekali;"""Manusia apa hewan sih kok gak punya hati banget""";0
205;Bullying;manusia anjing cari uang begitu kamu kerja saja saya nyebokin saya nanti saya gaji kamu;"""Manusia anjing. Nyari uang gitu amat. Lo kerja aja sama gue nyebokin gue ntar gue gaji lo.""";0
206;Bullying;maklum anak pendidikan mirip begitu tidak akhlak;"""maklum anak kurang pendidikan kayak gitu gak punya akhlak""";0
207;Bullying;anjing anak tidak tahu ibunya nangis2;"""Anjing memang anak gak tau diri. ibunya sampai nangis2""";0
208;Bullying;oi babi saya bunuh kamu sumpah;"""oi babi gue bunuh lu kalau sampai kelihatan sumpah""";0
209;Bullying;heee sampah kamu sudah saya maafin bohong goblok;"""Heee sampah lu udah gua maafin TAPI BOONG GOBLOK""";0
210;Bullying;anjing kamu baku hantam ayo;"""ANJING SINI LO BAKU HANTAM AYO""";0
211;Non-bullying;bangkit ya bang lemah pelajaran ujian kamu bang;"""Bangkit ya bang jangan lemah buat pelajaran dan ujian buat lu jadi yang lebih baik lagi bang""";1
212;Non-bullying;patah semngat kak sukses;"""Jangan patah semngat kak sukses terus""";1
213;Non-bullying;semangat ferdian tidak usah dengerin orang hujat manusia luput kesalahan;"""Semangat Ferdian gausah dengerin orang yang hujat kamu, karena semua manusia tidak luput dari kesalahan""";1
214;Non-bullying;sumpah respect sekali;"""Sumpah sekarang aku respect banget sama kamu""";1
215;Non-bullying;menurutku pribadi tulus maafnya;"""Menurutku pribadi, dia tulus minta maafnya?.""";1
216;Bullying;dikasih bidadari maunya boneka santet;"""DIKASIH BIDADARI MAUNYA BONEKA SANTET""";0
217;Non-bullying;hilang respect saya jane sudah setia sangat kamu kamu nya main cewek pas sudah dari penjara lol;"""Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol""";1
218;Non-bullying;hapus saja ni poto tidak tahu malu sangat kamu bang;"""Hapus ajh ni poto ngk tau malu bgt lu bang""";1
219;Bullying;intinya tidak suka ajg listy ngrusak suasana;"""Intinya gasuka ajg selama ada listy . Ngrusak suasana""";0
220;Bullying;foto 2 anjing 1 kontol;"""Di foto ini ada 2 anjing dan 1 kontol""";0
221;Non-bullying;kasihan sekali jane sudah nunggu penjara eh tahunya waw sakit siih;"""kasian banget Jane udah nunggu keluar penjara eh taunya :), waw sakit siih""";1
222;Bullying;puny cewk selingkuhin tidak ngotak;"""Puny cewk baik di selingkuhin g ngotak""";0
223;Bullying;ingat yang potong nya hubungan nya kalau sudah gini sembeleh saja orang nya sudah terlanjur kecewa;"""Inget yg di potong itu masalah nya bukan hubungan nya, tapi kalo udah gini sembeleh aja orang nya :) udah terlanjur kecewa""";0
224;Non-bullying;konten putus foto tabi jessica tidak dihapus;"""Ini buat konten.. masa putus foto tabi sama jessica engga dihapus ?""";1
225;Non-bullying;makan dibikin ama jess tetapi ngehianatin gila sih;"""Tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih""";1
226;Non-bullying;parah kamu bang nama kamu sudah rusak karena narkoba tambah saja truss;"""Parah lu bang nama lu udh rusak karna narkoba malah nambah masalah ajh truss""";1
227;Bullying;anjing ya erick;"""Ini anjing Kok mirip ya sama Erick""";0
228;Bullying;muka pas an sok sok an sama lonte kamu anjing;"""Muka Pas""an sok sok an mau sm lonte lo anjing""";0
229;Bullying;kamu anjingnya anjingnya;"""Lu sama anjingnya, lebih baik anjingnya""";0
230;Bullying;ih babi jangan megang tuh anjing harga dripada kamu;"""IH ADA BABI JGN MEGANG TUH ANJING HARGA DIRINYA LEBIH TINGGI DRIPADA LO""";0
231;Non-bullying;santuy saja bang tidak tanggepin btw saya suka gaya kamu;"""Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo""";1
232;Bullying;narkoboy kontol main cewek menyakiti saja kamu anjing mati saja kamu bodoh;"""Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego""";0
233;Bullying;tetap penjara saja ajg nyusahin kamu;"""TETEP PENJARA AJA AJG NYUSAHIN LO KELUAR""";0
234;Non-bullying;cewek cakap setia disia sia in sahabat;"""cewe cakep, setia kok disia sia in sahabat""";1
235;Bullying;loh aku liatnya anjing yaa;"""loh kok ak liatnya anjing semua yaa""";0
236;Bullying;anjingnya guys saya liat babi hitam;"""Anjingnya ada dua kok guys, tapi kok lagi satu gue liat ada babi item""";0
237;Bullying;mantan anjing eh kebalik anjing mantan;"""Mantan Anjing, eh kebalik anjing mantan""";0
238;Non-bullying;bikin skandal ingin tenar;"""Bikin skandal karena kepengen tenar?""";1
239;Bullying;wiii anjay liat babi megang 2 anjing;"""Wiii anjay kapan lagi liat babi megang 2 anjing""";0
240;Bullying;foto babi memeluk anjing yang pemilik nya bidadari;"""Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari""";0
241;Bullying;babi tidak pantes nyentuh anjingnya bidadari kotor;"""Babi g pantes nyentuh anjingnya bidadari, nanti kotor.""";0
242;Bullying;anjing foto ya;"""SESAMA ANJING FOTO DULU YA KAN""";0
243;Bullying;potret seorjing memegang anjing kwkw;"""potret seorjing memegang anjing kwkw""";0
244;Non-bullying;heh sudah kenapa hate nya capai saya baca nya;"""HEH UDH NAPA HATE NYA CAPE GW BACA NYA""";1
245;Bullying;ganteng anjingnya eh eh kamu tidak pantes anjing anjing setia pantesnya sih babi hahahaha;"""WADUH MALAH LEBIH GANTENG ANJINGNYA. EH EH BAHKAN LU GA PANTES DISEBUT ANJING. ANJING KAN SETIA PANTESNYA SIH BABI HAHAHAHA""";0
246;Bullying;kalau lomba an sama babi babi nya nomor 2;"""kalo lomba sama""an sm babi, babi nya nmr 2""";0
247;Bullying;si anjing berfoto si anjing;"""Si anjing ketika berfoto dengan si anjing""";0
248;Non-bullying;kak jessica yang tunggu setia sama kartu keluarga loh pas ada kemarin kartu keluarga tidak ngehargain lebih pilih yang di sono;"""Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg d sono""";1
249;Bullying;erikontolim manusia babi anak lonte;"""erikontolim manusia babi anak lonte""";0
250;Non-bullying;hargailah hati wanita sudah tulus menemani kamu 0;"""HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!""";1
251;Non-bullying;bagus sih erick mutusin jessica ya karena erick kelakuan nya begituu coba liat jessica;"""Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan ny begituu coba liat Jessica""";1
252;Bullying;anjing hebat ya pakai kacamata;"""Anjing sekarang hebat ya, bisa pake kacamata""";0
253;Non-bullying;sudah lh nasi sudah jadi bubur tidak dibentuk kek semulaaa;"""Sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa""";1
254;Non-bullying;kukira kehadiranmu kebanggaan;"""Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak""";1
255;Bullying;3 ajg yang tato benar-benar ajg;"""Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg""";0
256;Bullying;dasar orang tua tidak ada akhlak ngajarin anaknya tidak benar;"""dasar orang tua gada akhlak,ngajarin anaknya yang ga bener""";0
257;Non-bullying;erik sih jelasin saya tidak update maap2;"""Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap2""";1
258;Bullying;eh anjingnya ci jessica saya lempar kamu;"""Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu""";0
259;Non-bullying;guys dari pada comment2 mending unfoll sama unsubscribe saja yaa;"""guys dr pd comment2 mending unfoll sm unsubscribe aja yaa""";1
260;Bullying;babi main ma anjing;"""Babi lagi main ma anjing :)""";0
261;Bullying;dikasi bidadari pilih babi;"""Dikasi BIDADARI MALAH PILIH BABI""";0
262;Non-bullying;postingan juga dihujat gila netijen;"""Postingan pertama jg dihujat dong gila netijen""";1
263;Bullying;kali lihat anjing babi baikan;"""BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN?""";0
264;Bullying;dikasih bidadari pilih setan;"""Dikasih bidadari malah milih setan""";0
265;Non-bullying;saya tidak benci ama kamu bro tetapi saja tingkah kamu melenceng;"""Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(""";1
266;Bullying;sikap mu najis ludah anjing;"""SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!""";0
267;Non-bullying;njir sudah nih poto post yang komen baru2;"""Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2""";1
268;Non-bullying;kesini hanya mau liat komen saja;"""kesini cmn mo liat komen aja""";1
269;Non-bullying;buset hate comment sampai postingan;"""Buset hate comment ampe postingan paling bawah""";1
270;Non-bullying;foto upload nya 20 maret comment 1 jam 2 jam 3 jam yang;"""Foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu""";1
271;Bullying;pantes utang bayar lonte;"""Pantes banyak utang buat bayar lonte""";0
272;Bullying;2 3 tutup botol muka kamu kek kontol wkwk;"""2 3 tutup botol muka lu kek kontol wkwk""";0
273;Non-bullying;astaga pagi dibikin terbahak-bahak ama komenan netijen yang berbicara suka benar;"""astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener""";1
274;Non-bullying;sudah saya capai baca komen;"""Dah lah. Gw capek baca komen kalian""";1
275;Bullying;kelihatan sangat anjingnya ketakutan foto dakjal;"""Keliatan bgt anjingnya ketakutan foto sama dakjal""";0
276;Non-bullying;astaga ngehujat sampai postingan;"""Astaga ngehujat sampe postingan paling bawah""";1
277;Bullying;najis elu anjing;"""Lebih najis elu daripada anjing!""";0
278;Bullying;2 ekor anjing buaya makan jambut;"""2 ekor anjing dan satu buaya makan jambut""";0
279;Bullying;kalau disuruh melihara anjing eric saya pilih anjing saja najis najisan erick kontol;"""Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol""";0
280;Non-bullying;ngapain si ngejudge mikir putus kejadian tolol;"""Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol""";1
281;Non-bullying;hargai wanitamu didekati pria memilihmu;"""Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu""";1
282;Bullying;sipat anjing anjing saja ya manusia sipat anjing;"""Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada""";0
283;Bullying;potret anjing poto setan;"""Potret ketika anjing poto dengan setan""";0
284;Bullying;bantu bedainn woyy anjing babi;"""BANTU BEDAINN WOYY MANA ANJING MANA BABI""";0
285;Non-bullying;udaah woii udahh kamu tidak kasihan capai ngelike komenan;"""Udaah woii udahh lu gak kasihan apa?. Aku capek ngelike komenan kalian""";1
286;Bullying;3 anjing 1 anjing berwujud manusia 2 anjing asli perwujudan aowkwkw;"""3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw""";0
287;Bullying;kasihan saya anjingnya dipegang dajjal;"""Kasian gue sama anjingnya dipegang dajjal""";0
288;Bullying;kasihan anjing nya pegang babi;"""Kasian anjing nya di pegang babi""";0
289;Bullying;kamu kontol tidak ajg anak dakjal;"""Lo itu kontol gak guna ajg anak dakjal""";0
290;Bullying;mukak kamu buruk anjing kamu;"""mukak lu lebih buruk daripada anjing lu""";0
291;Bullying;dikasi bening pilih dakian;"""dikasi yang bening malah milih yang dakian""";0
292;Bullying;mending masuk penjara saja sudah seumur hidup;"""Mending masuk penjara lagi aja dah seumur hidup""";0
293;Bullying;lebih lucu anjingnya ya ktimbang orangnya;"""Kok lbih lucu anjingnya ya ktimbang orangnya""";0
294;Bullying;jesica lepas kambing hitam;"""Akhirnya jesica bisa lepas dari kambing hitam ini""";0
295;Non-bullying;maafin saja bro orang kesalahan kesalahan nasehatin saja tahu berubah;"""Maafin Aja Bro Semua Orang Pasti Ada Kesalahan Dia Juga Pasti Ada Kesalahan Nasehatin Aja Siapa Tau Dia Berubah""";1
296;Bullying;kasihan anjingnya dipeluk sma sampahh;"""Kasian anjingnya dipeluk sma sampahh""";0
297;Non-bullying;saya penjara berubah;"""Gua kira keluar dari PENJARA bisa berubah""";1
298;Non-bullying;cintamu sebatas kertas wkwkw enteng bang;"""Cintamu hanya sebatas kertas wkwkw enteng bang""";1
299;Non-bullying;jane respect sekarang benar-benar sudah hilang respect;"""Padahal sejak dia sama Jane aku lebih respect :( skrg bener2 udah hilang respect :(""";1
300;Bullying;sudah menemani tersulit kamu pas sudah selingkuh tidak sangka idola saya sesampah;"""udah nemenin dari masa tersulit lo pas udah keluar malah selingkuh, ga nyangka idola gua sesampah itu.""";0
301;Non-bullying;dihujat habis an postingan komen wkwk;"""Dihujat habis""an semua postingan lama ada komen baru wkwk""";1
302;Bullying;saya tidak bisa bedain anjing manusia keliatannya;"""Gua gabisa bedain mana anjing mana manusia, keliatannya sama""";0
303;Non-bullying;kamu anaknya kick andy yang namanya marlo bang;"""Lu mirip anaknya kick andy yg namanya marlo bang""";1
304;Non-bullying;orang karena orang jahat;"""Kenapa ada orang baik ? Karna ada orang jahat""";1
305;Non-bullying;tidak niatan mengadakan pengajian begitu bang;"""Ngga ada niatan ngadain pengajian gitu bang?""";1
306;Non-bullying;suka sekali rambutnyaa ganteng;"""Suka banget sama rambutnyaa tambah ganteng""";1
307;Bullying;abatartila saja kaya gini bilang king king muka nya sudah kaya tai musang;"""@abatartila Ada ada aja kaya gini di bilang king, king muke nya udh kaya tai musang""";0
308;Bullying;tinggalkan berlian tai babi dih;"""Ninggalin berlian demi tai babi dih""";0
309;Bullying;ganteng kaga kamu kelihatan kaya daki kontol;"""ganteng kaga lu begitu malah keliatan kaya daki kontol""";0
310;Bullying;mukak kamu mirip tapir kuda asu sok ganteng sekali kamu;"""Mukak lo kayak tapir kuda asu sok ganteng banget lo""";0
311;Non-bullying;yang kecewa kamu rik;"""Banyak yg kecewa karena lu begini rik!!!!""";1
312;Bullying;maaf ye muka kamu sudah jelek kaga sok selingkuh cakepan anjing saya noh;"""Maap ye?muke lu udh jelek kaga usah sok selingkuh,cakepan anjing gua noh""";0
313;Bullying;si hebatnya banci yang badannya penuh koreng kaya kamu;"""Apa si hebatnya banci yg badannya penuh koreng kaya lo""";0
314;Bullying;gini bersihan kaga kek dekil;"""Gini dong bersihan kaga kek tahun tahun sebelumnya dekil""";0
315;Bullying;muka kamu keriput kek aki aki;"""Muka lu keriput kek aki aki""";0
316;Non-bullying;foto jelek dihujat foto ganteng dibilang sok ganteng;"""Foto jelek dihujat, foto ganteng dibilang sok ganteng""";1
317;Bullying;kebanyakan nyabu kurus kamu;"""kebanyakan nyabu jadi kurus lu""";0
318;Bullying;narkoboyy ngeluarin lidahh ajg tes urin;"""NARKOBOYY NGELUARIN LIDAHH, AJG MAU APA, MAU TES URIN""";0
319;Bullying;fotolu pede anjrit muka kamu itu anjrit;"""Fotolu pede anjrit muka lu tu anjrit""";0
320;Bullying;hidup jangan boss playboy ajg luu;"""Hidup itu jngn keterlaluan boss playboy amat ajg luu""";0
321;Bullying;mukalu kek aktor bokep bgst mending ngobat saja luu;"""Mukalu kek aktor bokep bgst mending ngobat aja luu""";0
322;Bullying;sudah jelek semangattt pulak wkwk;"""dah jelek semangattt pulak WKWK""";0
323;Bullying;muka nya begitu seren bikin mual liatnya;"""Muka nya kok gitu, seren bikin mual liatnya""";0
324;Bullying;anjing ngewe ama lonte bangsat;"""Sana anjing ngewe ama lonte bangsat""";0
325;Bullying;muka kek kontol mending penjara;"""Muka kek kontol mending di penjara""";0
326;Bullying;muka kek banci dih najis;"""muka kek banci dih najis""";0
327;Bullying;nanti mati konyol;"""Ntar Mati dalam keadaan konyol""";0
328;Bullying;bilang jelek nya tidak enak hehe;"""mau bilang jelek nya ga enak hehe ?""";0
329;Bullying;idihhhhh pantas saja foto nya keluarin lidah seperti begitu ternyata tukang jilat;"""Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Trnyata tukang jilat?""";0
330;Bullying;nih orang kalau lomba babi babinya juara 2;"""NIH ORANG KALO LOMBA MIRIP BABI,BABINYA JUARA 2""";0
331;Bullying;titisan dakjal memang kamu nyet;"""Titisan dakjal emg lo nyet""";0
332;Bullying;et muka kamu saja begitu dih hahaha biarin saja sampah ketemu sampah biar busuk;"""Et muka lu aje gitu dih hahaha. Biarin aja sampah ketemu sampah biar busuk bersama""";0
333;Bullying;jijik astagah sok bat cakap njs;"""Jijik astagah sok bat cakep njs""";0
334;Non-bullying;bully an ig ngeri facebook ajg saya ngerii ajgg;"""Bully an di ig lebih ngeri daripada di fb ajg gua jadi ngerii! Ajgg";1
335;Bullying;sudah buriq brengsek pantes saja dapat lonte;"""udah buriq brengsek pula pantes aja dapet lonte""";0
336;Bullying;muka kampung gaya sok soan kota nyet;"""MUKA KAMPUNG GAYA SOK SOAN KOTA NYET""";0
337;Bullying;ngapa lidah kamu stroke amin deh begitu;"""Ngapa lidah Lo stroke amin deh kalau gtu""";0
338;Bullying;ciah dihujat 1 indonesia sampai bunuh ya komtoll belum puas nguat kauuu;"""Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu""";0
339;Bullying;orang kampung otak dusun gaya sosoan hype tetap saja tidak bisa nutupin muka babu kamu;"""Org kampung otak dusun gaya sosoan hype. Ttep aja gabisa nutupin muka babu lu.""";0
340;Bullying;cowok foto lihat lidah nya jam ah jijik saya minus akhlak kek gini;"""Cowo foto liatin lidah nya jam ah jijik gue. Apa lagi minus akhlak kek gini""";0
341;Bullying;anjing saya juga ogah liat muka kamu;"""ANJING gue jg ogah liat muke lu""";0
342;Non-bullying;tidak boleh melet dosaa rik;"""G bole melet dosaa rik""";1
343;Bullying;paan melet melet jilat tai tabi;"""paan melet melet mau jilat tai tabi?""";0
344;Bullying;setan memang melet2 teross jijik asuuu;"""Setan emg melet2 teross jijik asuuu""";0
345;Bullying;ni anak lahir karena kondom bocor tidak syukur muka seperti selangkangan gorilla dapat cewek cntik seperti jessica setia dan lain lain sia2in bgsad;"""ni anak lahir krna kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad""";0
346;Bullying;si melet2 sok ganteng;"""Apaan si melet2 sok ganteng""";0
347;Bullying;muka kek slangkangan biawak saja banyak blagu kamu;"""Muka kek slangkangan biawak aje bnyk blagu lu""";0
348;Non-bullying;sumpah sih jahat sekali benar-benar kasihan kak jessica;"""Sumpah sih jahat banget. Bener2 kasian sama kak jessica""";1
349;Bullying;anjing tidak pantes bidadari;"""Anjing gk pantes sama bidadari.""";0
350;Bullying;melet terus setan kaya ular;"""MELET MULU SETAN KAYA ULAR""";0
351;Bullying;njr melet melet saya kirain hewan;"""Njr melet melet gw kirain hewan""";0
352;Bullying;begitu saja deh kek anjg kamu kang;"""Gtu aj dh kek anjg lo kang""";0
353;Non-bullying;saya kesini pengen liat babang sumpah feeling saya benar sekali ama reynhard sinaga;"""Gw kesini pengen liat babang ini.. Sumpah feeling gw bener.. Mirip banget ama Reynhard Sinaga""";1
354;Bullying;ih ko melet2 si kaya hewan saja wkwkwkwk;"""Ih ko melet2 si kaya hewan aja wkwkwkwk""";0
355;Bullying;iuu pilih iblis daripada bidadarii kwkwkw jyjyq;"""Iuu milih iblis drpd bidadarii kwkwkw jyjyq""";0
356;Bullying;melet2 sudah kaya anjing eh emah anjing;"""MELET2 UDAH KAYA ANJING, EH KAN EMAH ANJING""";0
357;Bullying;tidak nyadar saja nih sampah haha;"""ga nyadar aja nih sampah HAHA""";0
358;Bullying;lidah kuman and virus nih;"""Lidah banyak kuman and virus nih""";0
359;Non-bullying;ngira baju endorse kfc;"""Awalnya ngira baju endorse dari KFC, mirip '-'""";1
360;Non-bullying;saya kamu berkarya perbaiki tinggalkan yang negatif terlambat tetap orang yang hebat bahagia xrickolim;"""GUA MAU LO TERUS BERKARYA , PERBAIKI, TINGGALKAN YG NEGATIF , TIDAK ADA KATA TERLAMBAT , TTP JADI ORANG YG HEBAT DAN SELALU BAHAGIA @xrickolim""";1
361;Bullying;cita cita pakboi eh narkoboy nasib nasib;"""Cita cita ingin jadi pakboi , eh tapi malah jadi narkoboy nasib-nasib""";0
362;Bullying;kenapa kamu penjara sih;"""Napa lu balik dari penjara sih?""";0
363;Non-bullying;mending kamu tobat sudah;"""Mending lu pada tobat dah""";1
364;Bullying;dipenjara apalo sikat gigi bau ya baubau aroma bangsatttt;"""selama dipenjara apalo sikat gigi? KOK BAU YA, BAUBAU AROMA BANGSATTTT""";0
365;Bullying;gigi kamu apanya jigong kondom nya nyangkut;"""Gigi lo ada apanya? Jigong? Atau kondom nya nyangkut?""";0
366;Bullying;ih mukanya kek anjing rumah gwa;"""ih mukanya kek anjing rumah gwa""";0
367;Bullying;woi anak anjing ngapain kamu hidup bgst;"""woi anak anjing ngapain lu hidup bgst""";0
368;Bullying;sudah jelek tidak di jelek2 in bro;"""Udah jelek gak usah d jelek2 in lagi bro""";0
369;Bullying;ganteng tidak berbakat tidak kelebihannya di mana cobak;"""Ganteng kagak berbakat juga kagak kelebihannya dimana cobak?""";0
370;Bullying;benci saja ama orang jelek pakai selingkuh;"""Benci aja Ama orang jelek pake selingkuh segala""";0
371;Bullying;sudah tutup mulut nya bau kambing;"""Udah tutup mulut nya bau kambing""";0
372;Bullying;jualan jualan kenapa tidak yutuber bro takut tidak yang nonton yah;"""Jualan jualan knp ngga jadi yutuber lagi bro takut ngga ada yg nntn yah""";0
373;Non-bullying;mirip randy pangalila kalau tidak pakai kacamata;"""Kayak Randy Pangalila klo gk pake kacamata""";1
374;Non-bullying;kenapa liat muka bagi eric kaya enak begitu yang;"""Entah knp liat muka BG Eric sekarang kaya enak gitu .. dari pada yg dulu""";1
375;Bullying;ganteng nyasih anjing kucel gini jadi model;"""Apa ganteng nyasih anjing.. Kucel gini jadiin model""";0
376;Bullying;sepertinya ngeliat hancur deh;"""keknya dia ngeliat masa depan yang hancur deh""";0
377;Bullying;ingett hidup kamu tidak seenak rikkk hidup kamu susah salam teman smp pas kamu burikkk eh sekarang saja;"""INGETT HIDUP LO DULU GA SEENAK INI RIKKK. HIDUP LO SUSAH!!!! SALAM TEMEN SMP PAS LO BURIKKK. EH SKRG SAMA AJA""";0
378;Bullying;yaaaa yaaa kalau liat muka nya sumpah ngeselin sekali sudah operasi sono biar gantengan sedikit kalau jalan mall tidak kenal orang;"""Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah?.oprasi dulu sono..biar gantengan dikit.. Dan kalo jln ke mall gk di kenal orng.""";0
379;Bullying;sih artis jelek mah iya mukanya iyuhhh;"""dia ini siapa sih??? Artis bukan, jelek mah iya mukanya iyuhhh""";0
380;Bullying;era kamu mending kamu mati saja babi kalau baca balas nyet;"""Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet""";0
381;Non-bullying;segenap hati maaf;"""Saya segenap hati minta maap""";1
382;Bullying;bahagia utang;"""Dulu Bahagia Sekarang Banyak Utang""";0
383;Non-bullying;maju berkelas rik tidak jamannya lagi toxic tidak beraturan build sistem you will be big;"""Harus lebih maju berkelas rik!! Ga jamannya lg toxic dan ga beraturan.. build sistem!! You will be BIG""";1
384;Non-bullying;editan konsepnya nice sekali lahhh;"""editan sama konsepnya nice banget lahhh""";1
385;Bullying;iri babi hahah najis;"""iri kok sama babi hahah najis""";0
386;Bullying;kamu kaya anjing kaya babi;"""LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI""";0
387;Bullying;jelek saja tukang selingkuh kamu buriq;"""Jelek aja tukang selingkuh lo buriq !""";0
388;Non-bullying;komennya kek gini ya;"""kok kalian komennya pada kek gini ya""";1
389;Bullying;rick kamu tuh manusia kek tidak gunanya kamu dilahirin kedunia berbuat sayang nya kamu ngecewain orang gimana mau masuk surga;"""Rick lu tuh jadi manusia kek gk ada gunanya lu dilahirin kedunia untuk berbuat baik, sayang nya lu ngecewain org lain gimana mo masuk surga""";0
390;Non-bullying;kaloga cocok paksain;"""Kalian kaloga cocok mau di paksain?""";1
391;Non-bullying;ya biarin xrickolim gatau gimana aslinya ambil keputusan kalau sudah takdir tidak ada nentang njir;"""ya biarin @xrickolim kita gatau gimana aslinya masa kalian semua ambil keputusan sepihak?kalo udah takdir gaada yang bisa nentang njir""";1
392;Bullying;cocok memang orang mah orang kalau yang bejat mah memang cocok bejat ehehe;"""Cocok kok, emang orang baik mah buat org baik, kalo yg bejat mah emang cocok buat yang bejat juga ehehe""";0
393;Bullying;erick goblok pacaran ama lonte anj so bat;"""ERICK GOBLOK,MALAH PACARAN AMA LONTE ANJ,SO BAT""";0
394;Bullying;cocok sekali sama2 orang tidak benar biar hancur;"""Cocok banget sama2 orang gak bener biar lah dia hancur bersama""";0
395;Bullying;eh kek penampakan lonte;"""EH KEK ADA PENAMPAKAN LONTE""";0
396;Bullying;meninggalkan berlian tai sapi;"""Meninggalkan berlian demi Tai Sapi""";0
397;Bullying;era kamu lagi wkwkw sekarang kamu penuh cacimaki telen ludah;"""Ini bukan era lo lgi, wkwkw skrng lo penuh dengan cacimaki, telen ludah sendiri""";0
398;Bullying;pantes mulainya si ajg berulah;"""Pantes disini mulainya si ajg berulah""";0
399;Bullying;open bo tidak bang si listy om om yang cari cewek yang sudah pengalaman;"""Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!""";0
400;Bullying;buah nangka buah kemanggi tidak akhlak kamu babi;"""Buah nangka buah kemanggi gak ada akhlak lu babi""";0
401;Bullying;perlahan karirmu hancur bro kamu kebawan;"""Perlahan karirmu ancur bro dan lu akan kembali kebawan""";0
402;Bullying;biarkan sk69official bangkrut saja ceo nya gatau terima kasih haha;"""Biarkan @sk69official bangkrut aja. CEO nya gatau trimakasih haha""";0
403;Bullying;ngapain nginap rumah cowok tidak ada keluarga lagi kamu;"""ngapain juga nginap di rumah cowo, gaada keluarga lg lo?""";0
404;Bullying;eh pelakor pas sekali frame orang 3;"""Eh ada pelakor, pas banget frame ke tiga, orang ke 3""";0
405;Bullying;anak gblk dikasi berlian pilih kerikil;"""Anak gblk dikasi berlian malah milih kerikil""";0
406;Bullying;dikasih bidadari pilih dajjal awokawok v;"""Dikasih bidadari malah milih dajjal awokawok:v""";0
407;Non-bullying;hanya ngehina sadar tidak sempurna kaya;"""Jangan cuman bisa ngehina Dong Sadar Kalian Itu Ga sempurna sama kaya kami""";1
408;Bullying;kesihan saya orang otak dangkal kek gini;"""Kesihan gue sama org otak dangkal kek gini""";0
409;Bullying;murahh sekali kamu jijik saya dikick evos malah open bo;"""Murahh banget lo jijik gue ?. Dikick EVOS mlah open BO""";0
410;Bullying;senengnya menyesal nya seumur hidup miris sekali hidup kamu tolol meninggalkan berlian indah dipandang sayang segumpal tai kucing;"""senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing""";0
411;Bullying;indahnya pemandangan lont lont jual;"""Indahnya pemandangan banyak LonT lonT mau di jual""";0
412;Bullying;bidadari ditunjukan memang tidak pantes sma dajjal tidak tahu;"""bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri""";0
413;Non-bullying;tolong kasih tahu nya apaa gais;"""siapapun tolong kasih tau aku ini masalah nya apaa gais""";1
414;Bullying;dikasih hati yang malaikat pilih yang berhati iblis greget;"""dikasih hati yg malaikat milih yg berhati iblis greget:(""";0
415;Bullying;kasih bidadari pilih kotoran;"""Di kasih bidadari malah pilih kotoran""";0
416;Bullying;dikasih bidadari lonte;"""Dikasih bidadari malah minta lonte""";0
417;Bullying;tidak jadi beli model murahan barang murahan;"""Gajadi beli Model murahan barang pasti murahan""";0
