Column1,Label,clean_text,String,encoded_label,new_label
599,Non-bullying,ya ampun kak makan sih cantik sekali,"""Ya ampun kak makan apa sih kok bisa cantik banget""",10,1
600,Non-bullying,ya allah kek anak yang masih batita kalau lagi marah manyunnya gemes hahaha,"""Ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu, gemes hahaha""",10,1
601,Non-bullying,sudah sumpah bagus sekali serasa liat cerita disney begitu,"""Aku udah. Dan sumpah bagus banget. Serasa liat cerita disney gitu""",10,1
602,Bullying,kamu tidak sopan mukak kamu mirip babi,"""lu lebih gak sopan, mukak lu kayak babi!""",0,0
603,Non-bullying,ya allah sempurna sih ciptaanmu yang in,"""ya Allah kenapa begitu sempurna sih ciptaanmu yg satu in""",10,1
604,Non-bullying,ragu saja cantiknya sudah kek gini bagaimana kalau yak cantiknya kek heran,"""Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran""",10,1
605,Non-bullying,kelihatan ragu kelihatan cantik,"""Bukan keliatan ragu, tapi keliatan cantik""",10,1
606,Non-bullying,warna bikin raisa shinning merah hitam putih pink and emerald,"""Warna yang paling bikin Raisa makin shinning itu merah, hitam, putih, pink and emerald""",10,1
607,Non-bullying,raisa pakai baju merah sumpahh cantik bgttt,"""Raisa pake baju merah sumpahh cantik bgttt""",10,1
608,Non-bullying,liriknya pendek tetapi susah hafal pas putar kali eh candu sekali,"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""",10,1
609,Non-bullying,kak yaya tidak ngeraguin pendengar lagu2 nya,"""Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu2 nya""",10,1
610,Non-bullying,ka yaya kalau ragu tetap secantik yah,"""Ka yaya kalo ragu tetep secantik itu yah :"")""",10,1
611,Non-bullying,ragu saja cantik kak serius,"""Ragu aja cantik kan kak, apalagi kalau serius""",10,1
612,Non-bullying,tidak alay tidak muluk muluk natural sukaaaa,"""Ngga alay. Ngga muluk muluk. Natural. Sukaaaa",10,1
613,Non-bullying,seru sangat gemoy tim berkebun plus tim alam sangat niiii,"""seru bgt gemoy, tim berkebun plus tim alam bgt niiii""",10,1
614,Non-bullying,nikmatnya menghirup oksigen bebas ya,"""nikmatnya bisa menghirup oksigen dengan bebas ya :)""",10,1
615,Non-bullying,slide mukanya gaya saja tetap cantikk,"""Slide kedua mukanya mau gaya apa aja tetep cantikk""",10,1
616,Non-bullying,mba isyana foto gelap2an gini saja aesthetic sangat ya,"""mba isyana foto gelap2an gini aja aesthetic bgt ya""",10,1
617,Non-bullying,mba isyana sudah cantik suaranya bagus kompeten ah sukaaaa,"""mba isyana udah cantik suaranya bagus kompeten pula, ah sukaaaa""",10,1
618,Non-bullying,tidak taulah suka sekali gayanya isyan,"""Ga Taulah aku juga suka banget sama gayanya isyan""",10,1
619,Non-bullying,kangen nonton konser isyan langsung masih virtual experience nya saja begitu,"""Kangen nonton konser isyan secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu""",10,1
620,Non-bullying,congrats ka isyanasarasvati berkarya sukses mnjd inpirasi,"""Congrats ka @isyanasarasvati, terus berkarya, makin sukses? dan terus mnjd inpirasi kita semua?""",10,1
621,Non-bullying,congrats kak pantes mendapatkannya,"""Congrats kak, kamu memang pantes mendapatkannya""",10,1
622,Non-bullying,berharap kak isyanasarasvati umur inspirasi musisi indonesia suka musik indonesia kak isyana,"""Saya berharap kak @isyanasarasvati panjang umur. Sehingga bisa jadi inspirasi untuk musisi seluruh Indonesia. Saya suka musik indonesia dengan adanya kak Isyana""",10,1
623,Non-bullying,sudah cantik agak gesrek ya kelebihannya semangat produktif,"""Udah cantik, rada gesrek tapi ya ini banyak kelebihannya, semangat tetap produktif""",10,1
624,Non-bullying,gatau serasa nonton wtf benar jakarta virtual and thankyouu for the performance kak syan keren pecah mengecewakan,"""Gatau lagi, serasa nonton wtf beneran di jkt meski virtual and thankyouu for the performance kak syan! Selalu keren dan pecah! Tak pernah sekalipun mengecewakan""",10,1
625,Non-bullying,tidak lihat ka isyana live benar panggung tetapi terpesona sangat ama live virtual asli keren,"""Walaupun ga pernah lihat ka isyana live beneran di panggung. Tp aku terpesona bgt ama live virtual asli keren""",10,1
626,Non-bullying,yash we the fest even virtual tetap keren sangat kak syann huaaa energi nya dapat sangat,"""yash we the fest even virtual tapi tetep keren bgt kak syann huaaa energi nya dpt bgt""",10,1
627,Non-bullying,keren sekali sebentar mantap habis ditunggu karya ya kak stay safe and healthy isyana aku,"""Keren banget!!! walaupun sebentar tapi mantap abis! Ditunggu karya selanjutnya ya kak! Stay safe and healthy isyana ku""",10,1
628,Non-bullying,makaseh jugaa kakaaa inyeeuuuu semoga pantang menyerah kakak teman musisi yaaa,"""makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa""",10,1
629,Non-bullying,thank you syan senang sekali kemarin haha semoga pandemi rencana dilancarkan ya syan,"""Thank you juga, Syan! Seneng banget kemarin haha! Semoga setelah pandemi ini, semua rencana dilancarkan ya, Syan!""",10,1
630,Non-bullying,hua senang sangat kemarin 35 menitan tetapi senang liat isyan adaptasi kebiasaan baruku semoga teratur maemnya ditunggu karya kaka,"""hua seneng bgt kmrn walaupun Cuma 35 menitan tp seneng liat isyan, adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya, ditunggu karya selanjutnya kaka""",10,1
631,Non-bullying,senang indonesia musisi idealis berkualitas yang berkarya diapresiasi orang,"""senang akhirnya indonesia bisa mempunyai musisi idealis berkualitas tinggi yg masih bisa terus berkarya & diapresiasi oleh banyak orang?""",10,1
632,Non-bullying,berharap menghadirkan musisi dengan genre dari yang industri biar musik indonesia berwarna,"""Berharap bisa menghadirkan musisi dgn genre yang lain dr yg sudah ada di industri? biar musik Indonesia lebih berwarna""",10,1
633,Non-bullying,congrats kak isyan semoga impian impian baiknya terwujud aamiin,"""congrats kak isyan semoga semua impian-impian baiknya segera bisa terwujud aamiin""",10,1
634,Non-bullying,benar benar idola dari musisi dipandang sebelah mata sampai label musik congrats syan,"""Bener bener idola, dr musisi yang dipandang sebelah mata sampe buat label musik sendiri, congrats syan""",10,1
635,Non-bullying,congrats kak isyan semoga karya nya yang kakak sukses teruss,"""CONGRATS KAK ISYAN semoga karya nya apa yg dilakukan kakak sukses teruss""",10,1
636,Bullying,orang stres gila,"""ORANG INI TERLIHAT SANGAT SANGAT STRES DAN GILA""",0,0
637,Bullying,saya kalai tuhan gaakan saya jadi manusia pante tidak hidup orang dunia akhlaknya tidak ada tolol bangsat,"""Gua kalai jadi tuhan gaakan gua jadiin dia ini manusia, lebih pante ga hidup ini orang di dunia, akhlaknya gaada tolol bangsat""",0,0
638,Non-bullying,nya saya nangis kalau lagu nya seiihh kalau nangis karena saking bagus nya lagu nya,"""Biasa nya aq nangis kalo lagu nya seiihh, kalo sekarang nangis karna saking bagus nya lagu nya""",10,1
639,Non-bullying,definisi minat ketemu bakat ketemu kerja keras,"""definisi minat ketemu bakat ketemu kerja keras""",10,1
640,Non-bullying,vnagstn astaga si isyana keren sekali musisi lokal selera musiknya mirip gini,"""@vnagstn astaga si isyana keren banget ini; bisa ada musisi lokal yang selera musiknya kayak gini""",10,1
641,Non-bullying,mashaallah sudah cantik pintar jago nyanyi dan mainin alat musik neng isyanasarasvati ngefans benar mah,"""MashaAllah? udh cantik, pinter, jago nyanyi dn mainin alat musik pula neng @isyanasarasvati ngefans bener ini mah""",10,1
642,Non-bullying,gilaaaa gila gilaaaa tangan kaki ekspresi n emosi tertuang adi karya yang fantastis,"""Gilaaaa.. gila.. gilaaaa Tangan, kaki, ekspresi, n emosi tertuang adi suatu karya yg fantastis""",10,1
643,Non-bullying,gosh kali lihat isyana mainin alat musik kaya lihat jiwanya beda merinding gila kaya kepribadiannya serius sangat,"""Gosh, tiap kali lihat isyana mainin alat musik kaya lihat jiwanya beda. Merinding gila. Kaya kepribadiannya jadi serius bangett""",10,1
644,Non-bullying,sumpah allah bagus sangat kereennn merinding aku nya dengerin sampai habis tiba2 saja sampai netesin air mata,"""Sumpah demi allah bagus bangett kereennn merinding ak nya.. dengerin sampe abis tiba2 aja ampe netesin air mata""",10,1
645,Non-bullying,memutuskan fans isyana gila keren sekali ya otak berdua berfungsi dengan menjalankan perintah tangan kaki bersamaan,"""aku memutuskan untuk menjadi fans isyana. gila keren banget ya, otak mereka berdua bisa berfungsi dg menjalankan perintah ke tangan dan kaki, di waktu bersamaan""",10,1
646,Non-bullying,amzing isyanaa jujur amazed sekali skill minat isyana bermusik tidak bernyanyi main alat musik jago sekali,"""AMZING ISYANAA!! Jujur aku amazed banget dengan skill dan minat Isyana dalam bermusik. Ga Cuma bernyanyi tapi main alat musik pun jago banget""",10,1
647,Non-bullying,ngiri liat orang keren main alat musik dalam sekali nikmatin permainan,"""paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri""",10,1
648,Non-bullying,sampai tidak berkata2 isyana sangat2 sempurna orang,"""Sampe ga bisa berkata2 lagi buat isyana, sangat2 sempurna org ini""",10,1
649,Non-bullying,inimah main alat musik olahraga jari kaki mah,"""Inimah bukan main alat musik lagi. Olahraga jari dan kaki ini mah""",10,1
650,positif,jual makanan anjing dog food happy dog murah harga promo,JUAL MAKANAN ANJING (DOG FOOD) HAPPY DOG MURAH HARGA PROMO,10,1
651,positif,jual grosir makanan anjing makanan kucing petshop,JUAL GROSIR MAKANAN ANJING MAKANAN KUCING UNTUK PETSHOP,10,1
652,positif,mentang mentang kamu anak gaul pas dikejar anjing lari bilang saya kabur bilang wow begitu,Jangan mentang-mentang lu anak Gaul. Pas dikejar anjing bukannya lari malah bilang 'terus Gue harus kabur sambil bilang wow gitu?',10,1
653,negatif,males kalau kerja pagi terus tidak yang antar anjing,"Males itu kalo kerja pagi trus gak ada yg nganter, anjing",0,1
654,negatif,pagi panggil anjing saja kamu motornya ugal ugalan,Pagi ini cuma mau panggil anjing aja buat elo yang naik motornya ugal ugalan.,0,1
655,positif,hukumya orang islam pelihara anjing banyak kalangan artis yang plihara,"Mau tanya, hukumya org Islam pelihara anjing? Kan byk kalangan artis yg plihara?",10,1
656,positif,anjing okay,Cuma karena anjing... okay,10,1
657,negatif,sok geulis anjing,sok geulis anjing,0,1
658,positif,cokelat racun anjing kucing,Cokelat merupakan racun bagi anjing dan kucing.,10,1
659,negatif,anjing juga kamu ler,anjing jg lo ler,0,1
660,positif,memelihara anjing n kucing nih,Wah aku memelihara anjing n kucing nih,10,1
661,positif,so sweet pemain gendong anjing pengganggu laga,"So Sweet, Pemain Ini Gendong Anjing Pengganggu Laga",10,1
662,positif,anak anjing jantan sengaja anak anjing betina menang bermain,Anak anjing jantan sengaja membuat anak anjing betina menang ketika mereka sedang bermain,10,1
663,positif,anjing putih bertengkar,Sesama anjing putih berantem,10,1
664,negatif,kesal deh pagi2 anjing aku gigit perban kakiku,kesel deh pagi2 anjing ku masa mau gigit perban kakiku,0,1
665,negatif,lancau anjing stressnya,Lancau anjing.. stressnya aku..,0,1
666,positif,mei 2007 mourinho ditangkap diduga menghalangi polisi mengkarantina anjing peliharaannya,"Pada Mei 2007, Mourinho sempat ditangkap karena diduga menghalangi Polisi yang hendak mengkarantina anjing peliharaannya",10,1
667,positif,pria china tewas selfie anjing laut,Pria Asal China Tewas karena Selfie dengan Anjing Laut,10,1
668,positif,lucu anak anjing anak kucing,"Mana yang lebih lucu, anak anjing atau anak kucing?",10,1
669,positif,new jersey department of corrections melatih anjing mengendus ponsel tersembunyi,Di New Jersey dari Department of Corrections melatih anjing untuk mengendus ponsel tersembunyi.,10,1
670,negatif,beli anjing teman sudah teman kaya anjing,"Tadinya mau beli anjing buat jadi temen. Tapi, udah banyak temen yang pada kaya anjing",0,1
671,negatif,nyepam sangat anjing,nyepam bgt anjing,0,1
672,positif,anjing memang ganggu ya gonggong huf,anjing emang ganggu ya gonggong terus huf,10,1
673,negatif,sih sayang sayangan sudah putus eh anjing anjingan,Dulu sih sayang sayangan udah putus eh anjing anjingan,0,1
674,positif,cokelat kismis membunuh anjing,Cokelat dan kismis dapat membunuh anjing.,10,1
675,negatif,anjing tolol ikut2an membicarakan kepercayaan orang dasar tolol urus kepercayaan kamu kasihan deh,Anjing tolol ini ikut2an ngomongin kepercayaan orang lain dasar tolol urus saja kepercayaan kau kasian Deh.,0,1
676,positif,kali jogging pas jalan sadar anjing berkeliaran,"Baru kali ini jogging di sini, dan pas di jalan baru sadar di sini banyak anjing berkeliaran",10,1
677,positif,pengen anjing mirip gini sayang,Pengen anjing kayak gini sayang,10,1
678,negatif,hp rusak anjing ah,Hp rusak anjing ah,0,1
679,negatif,si anjing jualan obat wkwk,Si anjing jualan obat.. wkwk,0,1
680,positif,penyakit anjing gila rabies penyakit menyerang anjing kucing kera dan lain lain,"Penyakit anjing gila atau Rabies :penyakit yang menyerang anjing, kucing, kera dll",10,1
681,positif,kehadiran orang anjing kucing rumah menyebabkan seekor kucing stres,"Kehadiran orang baru, anjing atau kucing baru, di sebuah rumah dapat menyebabkan seekor kucing menjadi stres.",10,1
682,positif,anjing menggonggong menggigit orang bicara,Anjing yang menggonggong biasanya tidak menggigit. Orang yang banyak bicara biasanya tidak bisa bekerja.,10,1
683,positif,kamu mirip anjing kucing setia gampang manja saja,"lu dan aku kayak anjing dan kucing. Yang satu setia, yang satu gampang manja sama siapa aja.",10,1
684,positif,hyena terkait anjing terkait erat kucing,"Hyena tidak terkait dengan anjing, mereka jauh lebih terkait erat dengan kucing.",10,1
685,negatif,nyawa kaca anjing,nyawa lebih penting dari pada kaca anjing,0,1
686,negatif,woyy anjing tolol terus kontolku,Woyy Anjing! TOLOL mulu mirip KONTOLKU!!!,0,1
687,negatif,anjing akun tolol,ANJING!! AKUN TOLOL,0,1
688,positif,anjing aing palanya habis bocor bertengkar anjing kampung rebutan cewek,anjing aing palanya habis bocor berantem sama anjing kampung rebutan cewe,10,1
689,positif,manusia satunya makhluk hidup tertawa hewan anjing kucing tertawa,Manusia bukan satu-satunya makhluk hidup yang bisa tertawa. Hewan seperti anjing dan kucing juga bisa tertawa.,10,1
690,negatif,eh tahu ni anjing kamu,eh mana tau ni anjing lah kau,0,1
691,negatif,hai salam kenal pending dpnya cantik orang pending ngapain nih pending dasar anjing delivered,"Hai salam kenal (pending) | DPnya cantik, orang mana? (Pending) | Lagi ngapain nih? (Pending) | Dasar anjing!! (delivered)",0,1
692,positif,ibu2 bapak2 nenek2 bawa kereta bayi diintip isinya anjing,"banyak ibu2 atau bapak2 atau nenek2 yang bawa kereta bayi, tapi begitu diintip isinya ternyata anjing.",10,1
693,negatif,kamu suka ama bilang tidak ngejelekin nama w anjing,Kalau lu juga suka ama dia bilang. Gak usah ngejelekin nama w di depan dia. Anjing,0,1
694,negatif,demen anjing sampai kaya anjing hehe,demen anjing sampe kaya anjing hehe,0,1
695,positif,hyorin memiliki hewan peliharaan anjing,Hyorin memiliki hewan peliharaan yaitu anjing,10,1
696,negatif,mukaa kamu passs smaa bulukkk jadi jadiann deh sono anjing babiii,MUKAA LO SAMA DIA PASSS SAMA SMAA BULUKKK JD JADIANN DEH SONO ANJING SAMA BABIII,0,1
697,negatif,tidak sok ngartis sih anjing sok cantik gaya kamu,"Ga usah sok ngartis sih anjing, jangan sok cantik banyak gaya lu...",0,1
698,negatif,cwok kaya anjing begitu,cwok kaya anjing gitu,0,1
699,negatif,efek bergaul anjing kelakuan si nong jadi,efek terlalu sering bergaul sama anjing makanya kelakuan si Nong jdi begitu.,0,1
700,negatif,dasar anjing,Dasar anjing,0,1
701,negatif,anjing ni orang mabok stress,anjing ni org mabok atau stress,0,1
702,negatif,anjing bangsat tai saja,Anjing bangsat tai doang lah,0,1
703,positif,menjalankan mobil periksa astikan hewan kucing anjing yang berlindung area ban mobil,sebelum menjalankan mobil periksa dan astikan tidak ada hewan seperti kucing atau anjing yg berlindung di area ban atau mobil.,10,1
704,negatif,si anjing si anjing,SI ANJING SI ANJING,0,1
705,negatif,kamu perek pemalan pejuh belaga pakai hijab neraka kamu anjing,lo perek pemalan pejuh belaga pake hijab segala. Neraka buat lo anjing,0,1
706,positif,pahamilah sifat anjing luhur moral beretika tuannya teman penjaga yang setia,"Pahamilah bahwa sifat anjing sangat Luhur moral dan Beretika kepada tuannya, teman dan penjaga yg baik , tentunya Setia",10,1
707,negatif,ok anjing anak pelacur mak sundal i m coming for u sooner or later,Ok anjing anak pelacur mak sundal?I'm coming for u sooner or later.,0,1
708,positif,lemah seekor anjing keras gonggongannya,Semakin lemah seekor anjing semakin keras gonggongannya,10,1
709,negatif,woy tony bangsat are you liverpool shit fan do you know liverpool is fuckin bullshit like city hah anjing,"Woy tony bangsat, are you liverpool shit fan? Do you know liverpool is fuckin bullshit like city hah anjing?",0,1
710,negatif,anjing si v tolak kamu,Anjing. Daripada sama si v yang nolak lu,0,1
711,positif,hewan dianugerahi jin keledai anjing,"Beberapa hewan dianugerahi bisa melihat jin, seperti keledai dan anjing",10,1
712,positif,memiliki kakak perempuan seekor anak anjing,Ia memiliki seorang kakak perempuan dan seekor anak anjing,10,1
713,positif,negara yurisdiksi memberlakukan sengaja melukai membunuh anjing polisi kejahatan,Di beberapa negara banyak yurisdiksi yang memberlakukan apabila sengaja melukai atau membunuh anjing polisi adalah kejahatan besar,10,1
714,negatif,anjing bangsat dikenang sampah merindu wes ora peduli,"Terlalu anjing untuk di ingat, terlalu bangsat untuk dikenang, terlalu sampah untuk merindu. Aku wes ora peduli ~",0,1
715,negatif,flaws on your face looks beautiful with a nice camera camera phone baling anjing hmmm,Flaws on your face looks beautiful with a nice camera. Dapat camera phone baling anjing.. hmmm,0,1
716,negatif,anjing jilat teman belaiin teman teman dijelekin eh ntahlah,Jangan jadi anjing jilat sana sini . Depan temen belaiin temen . Temen dijelekin malah eh ntahlah,0,1
717,positif,guinness book of world records anjing terkecil yang adalah seekor yorkshire terrier yang beratnya 2ons usia 2tahun,"Guinness Book Of World Records, anjing terkecil yg pernah ada adlh seekor Yorkshire Terrier yg beratnya hanya 2ons pada usia 2tahun",10,1
718,negatif,cewek cantik putih mulus sexy sayang dulunya laki haha kaga lucu anjing,Ada cewek cantik putih mulus sexy sayang dulunya laki haha kaga lucu anjing,0,1
719,negatif,sejenis anjing kamu,Sejenis anjing lah kau,0,1
720,positif,dokter hewan anjing sakit bau telinganya,Dokter hewan memastikan apa anjing itu sakit atau tidak melalui keadaan dan bau di dalam telinganya.,10,1
721,negatif,jangan percaya dengan orang suci macam anjing,"jgn pernah percaya dgn org, depan suci tapi belakang mcm anjing",0,1
722,positif,anjing trah basenji satunya anjing menggonggong menyalak dunia,Anjing trah Basenji adalah satu-satunya anjing yang tidak menggonggong/menyalak di dunia.,10,1
723,negatif,temenan saya elu pdkt kamu jadian pipi mimi putus anjing goblog,Temenan : gue elu | pdkt: aku lu | jadian: pipi mimi | putus: anjing goblog,0,1
724,negatif,bising ah anjing,Bising ah anjing,0,1
725,negatif,nurani anjingmu kebanyakan makan anjing babi tingka lakumu tidak bedah bangsat,Nurani anjingmu kebanyakan makan anjing sama babi jadi tingka lakumu ngga bedah jauh bangsat,10,1
726,negatif,anjing kamu biadal bangsat kamu ulama dirimu,Anjing lu biadal bangsat lu kira ulama seperti dirimu,0,1
727,negatif,anjing,Kok anjing?!,0,1
728,positif,anjing laut jalannya pakai perut,Anjing laut jalannya pake perut,10,1
729,negatif,saya tidur berharap menang eh anjing tahunya pas bangun kalah tidak kntl,"Sama, gue juga Tidur.. dan berharap menang.. eh anjing, taunya pas bangun kalah. Apa ga kntl!",0,1
730,positif,dikejar anjing pagi pagi nuhun,Dikejar anjing pagi-pagi. Nuhun.,10,1
731,negatif,sekali2 memang kudu di kasih shock therapy anjing,Sekali2 emang kudu d kasih shock therapy itu anjing,0,1
732,negatif,ya otak goblok apa2 dikaitin agama tetapi munafik anjing,"ya biasa lah otak goblok, apa2 dikaitin sama agama, tp dia sendiri munafik anjing..",0,1
733,negatif,morning semoga baik2 saja deh maju kamu anjing,"Morning kalian.,moga kalian baik2 aja deh Maju Lu Sini Anjing",0,1
734,negatif,woi akun anjing palalu pitak ygvkaya begitu kena pasal modar saja luh nyet cebong,Woi akun anjing palalu pitak sejak kapan ygvkaya gitu kena pasal ? Modar aja luh nyet cebong !,0,1
735,positif,laika seekor anjing astronot angkasa dunia diluncurkan satelit bumi buatan 1957 pemerintah rusia,Laika adalah seekor anjing astronot luar angkasa pertama di dunia. diluncurkan satelit bumi buatan di tahun 1957 oleh pemerintah Rusia.,10,1
736,negatif,hipokrit anjing hahahaha,Hipokrit anjing hahahaha,0,1
737,negatif,tidak sok ngartis sih anjing sok cantik gaya kamu,"Ga usah sok ngartis sih anjing, jangan sok cantik banyak gaya lu.",0,1
738,negatif,kaya anjing beraninya cewek,kaya anjing beraninya cuma sama cewe,0,1
739,negatif,mantap anjing,Mantap anjing,0,1
740,negatif,muka macam anjing,muka mcm anjing,0,1
741,negatif,saja saya jejeritan anjing,BEGINI DOANG GW JEJERITAN ANJING,0,1
742,negatif,anjing bangsat gobloq,anjing bangsat gobloq,0,1
743,negatif,hdh tolong suka keluh friendless dikacangin dan sebagainya memandang rendah sudah jb tidak diwaro sadar kek anjing caper kamu bangsat hih geli,"Hdh itu tolong yang suka ngeluh friendless, dikacangin, dsb yang memandang rendah dirinya padahal udah di jb tapi gak diwaro sadar diri kek anjing caper lo bangsat hih geli.",0,1
744,positif,binatang anjing gajah pintar memahami gerakan tangan manusia,"Dari semua binatang, hanya anjing dan gajah yang pintar memahami gerakan tangan manusia.",10,1
745,negatif,malu malu anjing mah malu malu tetap jilat,"Malu malu anjing itu mah, malu malu tetep jilat sana sini.",0,1
746,positif,anjing menggonggong kafilah,Anjing menggonggong kafilah berlalu,10,1
747,negatif,babi nangis anjing,Babi buat aku nangis anjing,0,1
748,negatif,kepala kamu hahahahaha anjing,Kepala mana kau hahahahaha. Anjing.,0,1
749,negatif,dalam tubuh frank ocean apaansih anjing suaranya bagus sekali nangis 7 malam,DI DALEM TUBUH FRANK OCEAN ADA APAANSIH ANJING SUARANYA BAGUS BANGET NANGIS 7 MALEM,0,1
750,negatif,bangsat polisi anjing ya allah tolonglah yang teraniaya,Bangsat polisi anjing . Ya Allah tolonglah kami yg teraniaya,0,1
751,negatif,anjing kzl,Anjing kzl,0,1
752,positif,anak anak anjing dalmatian terlahir murni putih polos spot spot berwarna hitam muncul berkembang seiring dewasa,"Anak-anak anjing Dalmatian terlahir murni putih polos, spot-spot berwarna hitam muncul dan berkembang seiring dengan mereka dewasa.",10,1
753,negatif,anjing ya gausa dengar omongan orang bgst,Anjing ya gausa denger omongan orang bgst,0,1
754,negatif,gede sekali barangnya anjing,GEDE BANGET BARANGNYA ANJING,0,1
755,negatif,kalau teman anjing gimana,kalo temen yang anjing gimana? boleh?,0,1
756,negatif,kaya tai congor muka lebar kaya anjing,kaya tai congor muka lebar kaya anjing,0,1
757,negatif,salah colok anjing,Salah colok anjing,0,1
758,negatif,teman mirip anjing yaallah,TEMAN KAYAK ANJING YAALLAH,0,1
759,negatif,kardiograf anjing,kardiograf anjing!,0,1
760,negatif,sumpah lupa kemarin ngapain saja anjing,sumpah lupa kemarin ngapain aja anjing,0,1
761,negatif,apanya dibaca anjing kalah kalah saja alasan bacot,"Apanya yang perlu dibaca anjing!! Kalah kalah aja, banyak alasan bacot!!",0,1
762,negatif,kamu mukanya kaya anjing,tapi lu mukanya kaya anjing,0,1
763,negatif,anjing bgst omongan cowok cowok kumpul ehh tidak kebanyakan teman begitu si iya,"Anjing bgst adalah omongan para cowok cowok kalau lagi kumpul, ehh gak dong tapi kebanyakan temen saya gitu, saya si iya juga",0,1
764,negatif,saya tidak melihara tetapi banyak anjing koceng online saja pas ngeliat senang sangat kalau dibolehin melihara benar ya,"gue ga melihara tp punya banya anjing koceng online aja pas ngeliat rasanya seneng bgt, apalagi kalo dibolehin melihara beneran ya:'",0,1
765,negatif,saja supir angkot w bilang kiri tetapi sangat tidak berenti2 terus wey anjing tidak waras sangat sudah,"ADA ADA AJA SUPIR ANGKOT W BLG KIRI, TP LAMA BGT GA BERENTI2 TRS MALAH 'WEY ANJING' GA WARAS BGT DAH",0,1
766,positif,spngetahuan saya sih kalau anjing di dalam di rumah malaikat juga tidak msuk,Spngetahuan gw sih klu ada anjing d dlm drmh malaikat jg gk mau msuk.,10,1
767,negatif,sudah 18x masuk twiter game anjing,udah 18x saya masuk twiter game anjing,0,1
768,negatif,anjing tukang fitnah kamu pendukung yang didukung saja tukang hoax fitnah,"Anjing tukang fitnah lo, memang pendukung sama yg didukung sama aja, tukang hoax dan fitnah!!",0,1
769,negatif,kesal sekali anjing tidak ingat ingat kemarin memikirkan huhhhhhhhhhh gedek sekali,kesel banget anjing ga inget inget kemaren mikirin apa huhhhhhhhhhh gedek banget,0,1
770,negatif,pokoknya anjing yang lebay bodo makan rumor kaya begitu bub saya tidak mau mutual kaya begitu tai,"Pokoknya anjing lah kalian yg pada lebay. Bodo amat yang ke makan rumor kaya gitu, BUB gua sekarang!!! Gamau punya mutual kaya gitu. Tai.",0,1
771,positif,golden retriever anjing jaga rumah saja dengan maling gonggong sebentar buntutnya menari2,Yang pasti golden retriever bukan anjing untuk jaga rumah. Dia sama siapa aja baik termasuk dng maling mungkin. Paling gonggong sebentar terus buntutnya menari2.,10,1
772,negatif,lelaki bangsat lelaki kardus lelaki anjing kaloo ceweee kamu tidak gosahh dipaksaa anjeng genugg nihh,LELAKI BANGSAT LELAKI KARDUS LELAKI ANJING !!! KALOO CEWEEE LU GAK MAU GOSAHH DIPAKSAA ANJENG !!! GENUGG JUGA NIHH !!!,0,1
773,negatif,apasi anjing terserah saya tidak suka unfoll bebas,Apasi anjing terserah gue ga suka unfoll bebas,0,1
774,negatif,kamu saya gendong anjing,sini lu gua gendong anjing,0,1
775,negatif,lari jantung pecah anjing,Sekali lari jantung ke mau pecah anjing,0,1
776,negatif,ngatain orang sok inggris kamu men kalau bilang terima kasih tetap bilang terima kasih bro ah munafik anjing,"Ngatain orang sok inggris lu men, tapi dia sendiri kalo bilang makasih tetep bilang thanks bro, ah munafik anjing",0,1
777,negatif,muka kamu sudah kaya berak anjing tong,Muka lo udah kaya berak anjing Tong!,0,1
778,negatif,cari mutual twitter ig ena cari twitter sumpa ig sudah follbck unfoll anjing memang,Nyari mutual di twitter sama di ig ena nyari di twitter sumpa di ig udah di follbck malah di unfoll anjing emang,0,1
779,negatif,masi pagi si anjing,masi pagi si anjing,0,1
780,negatif,peler anjing bacot kamu anjing duel ama saya kamu anjing,Peler anjing... banyak bacot Lo anjing... Duel ama gw Lo anjing...,0,1
781,positif,kasih saya pencerahan nikmatnya lari pagi dihari minggu melihat cewek bening bawa anjing,"Kasih gua pencerahan, apa nikmatnya lari pagi dihari minggu selain ngeliatin cewek bening bawa anjing?",10,1
782,negatif,kenapasih orang orang rumah kek anjing sangat,Kenapasih org org rumah kek anjing bgt hari ini.,0,1
783,negatif,folow anjing komen saja,Folow anjing jangan komen doang,0,1
784,negatif,kesal bacanya anjing kaya baca puisi,"Kesel bacanya anjing, kaya baca puisi",0,1
785,positif,emosi nih kucing tetangga hobinya mengendap2 masuk balkon rumah nyolong makanan anjing,"emosi nih sama kucing tetangga , hobinya mengendap2 masuk ke balkon rumah terus nyolong makanan anjing saya",10,1
786,negatif,astaga pagi pay kamu aku anjing,Astaga masih pagi pay kau membuat ku ingin berkata anjing,0,1
787,negatif,sumpah saya kesal sudah lihat video mencari pendidikan berkarakter pendidikan barbar anjing,"Sumpah gw kesel amat dah lihat video ini, bukannya mencari pendidikan berkarakter tetapi pendidikan barbar anjing!!!",0,1
